station_ID,Charing station name,City,State,Address line 1,Address line 2,Lng,Lat,Category
0,Bell Resources,Sydney,New South Wales,Bell Resources,"88 Phillip Street, Sydney NSW 2000, Australia",151.2119085,-33.8648195,"['office', 'office.company', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
1,NRMA Fast Charger,Picton,New South Wales,NRMA Fast Charger,"Walton Street, Picton NSW 2571, Australia",150.610947,-34.1683025,"['no_fee', 'no_fee.no', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
2,Evie Seven Hills,Sydney,New South Wales,Evie Seven Hills,"Abbott Road, Seven Hills NSW 2147, Australia",150.9548236,-33.7671436,"['access', 'access.yes', 'fee', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
3,Evie Networks,Sydney,New South Wales,Evie Networks,"The Crescent, Mosman NSW 2088, Australia",151.2414403,-33.8254745,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
4,Rhodes Waterside,Sydney,New South Wales,Rhodes Waterside,"1 Rider Boulevard, Rhodes NSW 2138, Australia",151.0848349,-33.8359626,"['no_fee', 'no_fee.no', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
5,Tesla Supercharger,Sydney,New South Wales,Tesla Supercharger,"Greek Street, Glebe NSW 2037, Australia",151.1946269,-33.8829291,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
6,Tesla Mascot King Street,Sydney,New South Wales,Tesla Mascot King Street,"338 King Street, Mascot NSW 2020, Australia",151.186122,-33.9285142,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
7,Tesla Supercharger,Central Coast Council,New South Wales,Tesla Supercharger,"Wyong Road, Tuggerah NSW 2259, Australia",151.420595,-33.3101932,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
8,NRMA Fast Charger,Sydney,New South Wales,NRMA Fast Charger,"Murray Rose Avenue, Sydney Olympic Park NSW 2127, Australia",151.0698417,-33.8460153,"['access', 'access.yes', 'no_fee', 'no_fee.no', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
9,Chargefox,Wollongong City Council,New South Wales,Chargefox,"The Avenue, Figtree NSW 2525, Australia",150.8633339,-34.436581,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
10,Chargefox,Sydney,New South Wales,Chargefox,"4 Defries Avenue, Zetland NSW 2017, Australia",151.2129122,-33.9053712,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
11,Chargefox,Sydney,New South Wales,Chargefox,"Station Street, Rooty Hill NSW 2766, Australia",150.8452155,-33.7708416,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
12,Tesla Supercharger,Sydney,New South Wales,Tesla Supercharger,"197-201 Herring Road, Macquarie Park NSW 2113, Australia",151.1207792,-33.7781529,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
13,"Bungan Street, Mona Vale",Sydney,New South Wales,"Bungan Street, Mona Vale","Bungan Street, Sydney NSW 2103, Australia",151.3031271,-33.6761424,"['access', 'access.yes', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
14,Richmond Tavistock No. 3,Sydney,New South Wales,Richmond Tavistock No. 3,"Richmond Road, Homebush West NSW 2140, Australia",151.0644363,-33.8660864,"['access', 'access.yes', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
15,ANZAC Wise,Sydney,New South Wales,ANZAC Wise,"Anzac Parade, Maroubra NSW 2035, Australia",151.2396953,-33.9435652,"['access', 'access.yes', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
16,Goodwood St,Sydney,New South Wales,Goodwood Street,"Kensington NSW 2033, Australia",151.2241142,-33.9071444,"['access', 'access.yes', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
17,Tesla Supercharger,Sydney,New South Wales,Tesla Supercharger,"Princes Highway, Kirrawee NSW 2232, Australia",151.0735387,-34.0325789,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
18,Rhodes Central,Sydney,New South Wales,Rhodes Central,"Marquet Street, Rhodes NSW 2138, Australia",151.0860347,-33.8300902,"['access', 'access.yes', 'no_fee', 'no_fee.no', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
19,Marina Square,Sydney,New South Wales,Marina Square,"Footbridge Boulevard, Wentworth Point NSW 2127, Australia",151.0790514,-33.8256295,"['access', 'access.yes', 'no_fee', 'no_fee.no', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
20,Castle Towers,Sydney,New South Wales,Castle Towers,"6-14 Castle Street, Castle Hill NSW 2154, Australia",151.0065082,-33.7296798,"['access', 'access.yes', 'no_fee', 'no_fee.no', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
21,Tesla Destination Charger,Sydney,New South Wales,Tesla Destination Charger,"Rosenthal Avenue, Lane Cove NSW 2066, Australia",151.1694068,-33.8130165,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
22,Jetcharge,Sydney,New South Wales,Jetcharge,"Norwich Road, Rose Bay NSW 2029, Australia",151.2681007,-33.871695,"['fee', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
23, ,Sydney,New South Wales,John Flak Avenue,"Kingswood NSW 2747, Australia",150.7291974,-33.7698741,"['access', 'access.yes', 'no_fee', 'no_fee.no', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
24, ,Gosford,New South Wales,107 The Scenic Road,"Killcare Heights NSW 2257, Australia",151.3749048,-33.5212508,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
25, ,Wollongong City Council,New South Wales,Unicentre Road,"Keiraville NSW 2500, Australia",150.8812518,-34.4075914,"['no_fee', 'no_fee.no', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
26, ,Sydney,New South Wales,357-363 George Street,"Sydney NSW 2000, Australia",151.2063604,-33.8682863,"['no_fee', 'no_fee.no', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
27, ,Sydney,New South Wales,Barbula Road,"Denham Court NSW 2565, Australia",150.8118548,-33.9760165,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
28, ,Sydney,New South Wales,Barbula Road,"Denham Court NSW 2565, Australia",150.8118557,-33.9760436,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
29,EVLink,Sydney,New South Wales,EVLink,"Anderson Street, Sydney NSW 2067, Australia",151.1833566,-33.7965055,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
30, ,Sydney,New South Wales,1 Dalgal Way,"Forest Lodge NSW 2037, Australia",151.1778386,-33.8763052,"['access', 'access.yes', 'fee', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
31, ,Sydney,New South Wales,Silver Street,"Randwick NSW 2031, Australia",151.2391178,-33.9138057,"['access', 'access.yes', 'no_fee', 'no_fee.no', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
32, ,Sydney,New South Wales,Munda Street,"Randwick NSW 2031, Australia",151.2464722,-33.9306373,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
33, ,Sydney,New South Wales,Queen Elizabeth Drive,"Bondi Beach NSW 2026, Australia",151.2762714,-33.8908025,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
34, ,Sydney,New South Wales,Corr Road,"Caddens NSW 2747, Australia",150.7352534,-33.7693688,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
35, ,Sydney,New South Wales,South Dowling Street,"Zetland NSW 2017, Australia",151.2130127,-33.9069877,"['fee', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
36, ,Sydney,New South Wales,Joseph Street,"Cabramatta NSW 2166, Australia",150.9199428,-33.8988886,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
37, ,Sydney,New South Wales,Smidmore Street,"Marrickville NSW 2204, Australia",151.1716659,-33.9080986,"['access', 'access.yes', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
38, ,Sydney,New South Wales,McDonalds Drive-Thru,"Schofields NSW 2762, Australia",150.8754276,-33.7054584,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
39, ,Sydney,New South Wales,Birdwood Lane,"Lane Cove NSW 2066, Australia",151.1692687,-33.8135004,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
40, ,Sydney,New South Wales,Dickson Road,"Leppington NSW 2179, Australia",150.8040539,-33.9532239,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
41, ,Sydney,New South Wales,Hoskins Avenue,"Bankstown NSW 2200, Australia",151.0301289,-33.9320564,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
42, ,Sydney,New South Wales,Liverpool Road,"Burwood NSW 2133, Australia",151.099324,-33.8872485,"['access', 'access.yes', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
43, ,Sydney,New South Wales,Rooty Hill Road South,"Eastern Creek NSW 2766, Australia",150.8530426,-33.7848221,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
44, ,Sydney,New South Wales,Corfield Road,"Prestons NSW 2170, Australia",150.8557293,-33.9522711,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
45, ,Sydney,New South Wales,Forestville Mall,"The Centre NSW 2087, Australia",151.2141725,-33.7620853,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
46, ,Sydney,New South Wales,Oaks Avenue,"Dee Why NSW 2099, Australia",151.2869984,-33.7537383,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
47, ,Sydney,New South Wales,Mona Vale Road,"Terrey Hills NSW 2084, Australia",151.2241781,-33.6892385,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
48, ,Sydney,New South Wales,197-201 Herring Road,"Macquarie Park NSW 2113, Australia",151.1206646,-33.7780797,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
49, ,Sydney,New South Wales,Dowling Street,"Freshwater NSW 2096, Australia",151.2838699,-33.778995,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
50, ,Sydney,New South Wales,Stanley Street,"Peakhurst NSW 2210, Australia",151.063567,-33.9621828,"['access', 'access.yes', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
51, ,Sydney,New South Wales,Spencer Street,"Five Dock NSW 2046, Australia",151.116168,-33.8695391,"['access', 'access.yes', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
52, ,Sydney,New South Wales,Brighton Street,"Burwood Council NSW 2133, Australia",151.1096799,-33.8947565,"['access', 'access.yes', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
53, ,Sydney,New South Wales,Park Street,"Sydney NSW 2103, Australia",151.3037838,-33.6760959,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
54, ,Sydney,New South Wales,Mulgoa Road,"Jamisontown NSW 2750, Australia",150.6737814,-33.7702608,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
55, ,Sydney,New South Wales,Smidmore Street,"Marrickville NSW 2204, Australia",151.1710728,-33.9079872,"['access', 'access.yes', 'fee', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
56, ,Sydney,New South Wales,Park Avenue,"Burwood Council NSW 2134, Australia",151.1019416,-33.873882,"['access', 'access.yes', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
57, ,Wollongong City Council,New South Wales,Moombara Street,"Wollongong City Council NSW 2530, Australia",150.7957656,-34.4952775,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
58, ,Sydney,New South Wales,Everton Road,"Strathfield NSW 2134, Australia",151.0954277,-33.8720579,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
59, ,Sydney,New South Wales,Ingham Drive,"Casula NSW 2170, Australia",150.90026,-33.9488297,"['fee', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
60,Tesla,Melbourne,Victoria,Tesla,"5/650 Church Street, Cremorne VIC 3121, Australia",144.9957089,-37.8321721,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
61,Free Moreland Council Car Charging Point,Melbourne,Victoria,Free Moreland Council Car Charging Point,"Urquhart Street, Coburg VIC 3058, Australia",144.9697797,-37.7407364,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
62,EVolution,Melbourne,Victoria,EVolution,"Osborne Avenue, Clayton South VIC 3169, Australia",145.1184356,-37.9430275,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
63,Tesla Supercharger,Melbourne,Victoria,Tesla Supercharger,"Taylor Street, Moonee Ponds VIC 3039, Australia",144.9222192,-37.7644055,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
64,Evie Networks,Melbourne,Victoria,Evie Networks,"100 Janefield Drive, Bundoora VIC 3083, Australia",145.0730497,-37.6784969,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
65,Evie Networks,Melbourne,Victoria,Evie Networks,"Elpis Road, Weir Views VIC 3338, Australia",144.5721618,-37.7227909,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
66,Tesla Chadstone,Melbourne,Victoria,Tesla Chadstone,"1341 Dandenong Road, Malvern East VIC 3148, Australia",145.0824905,-37.8872284,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
67,Free Moreland Council Car Charging Point,Melbourne,Victoria,Free Moreland Council Car Charging Point,"90 Bell Street, Coburg VIC 3058, Australia",144.9701016,-37.7412518,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
68,ChargePoint,Melbourne,Victoria,ChargePoint,"1239 Nepean Highway, Cheltenham VIC 3192, Australia",145.0534948,-37.9584508,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
69,Free Moreland Council EV charging,Melbourne,Victoria,Free Moreland Council EV charging,"Jukes Road, Fawkner VIC 3060, Australia",144.9695097,-37.7025331,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
70,Chargepoint,Melbourne,Victoria,Chargepoint,"Corporate Drive, Heatherton VIC 3202, Australia",145.080672,-37.9505279,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
71,Chargepoint,Melbourne,Victoria,Chargepoint,"Springvale Road, Mulgrave VIC 3168, Australia",145.1577067,-37.9214395,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
72,Chargepoint,Melbourne,Victoria,Chargepoint,"235 Springvale Road, Glen Waverley VIC 3150, Australia",145.165502,-37.8748303,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
73,Chargefox,Melbourne,Victoria,Chargefox,"Westfield Drive, Airport West VIC 3042, Australia",144.8855401,-37.713734,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
74,Melbourne Marriot Hotel,Melbourne,Victoria,Melbourne Marriot Hotel,"Exhibition Street, Melbourne VIC 3000, Australia",144.9692983,-37.8098361,"['access_limited', 'access_limited.customers', 'no_fee', 'no_fee.no', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
75,E-Charge,Melbourne,Victoria,E-Charge,"Hodgins Road Sidewalk, Melbourne VIC 3915, Australia",145.1705033,-38.2998125,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
76,Charging Point,Melbourne,Victoria,Charging Point,"Racecourse Drive, Springvale VIC 3170, Australia",145.1679135,-37.9420293,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
77,Evie Networks Fast Chargers,Melbourne,Victoria,Evie Networks Fast Chargers,"Heatherton Road, Dandenong VIC 3802, Australia",145.2237568,-37.9713319,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
78,Tesla Supercharger,Melbourne,Victoria,Tesla Supercharger,"Camberwell Grove, Hawthorn East VIC 3126, Australia",145.056178,-37.8292531,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
79,Tesla Supercharger,Yea,Victoria,Tesla Supercharger,"Snodgrass Street, Yea VIC 3717, Australia",145.4261508,-37.2100102,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
80,Tesla Supercharger,Geelong,Victoria,Tesla Supercharger,"Princes Highway, Corio VIC 3214, Australia",144.3824797,-38.0651667,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
81,Evie Networks Taylors Lakes,Melbourne,Victoria,Evie Networks Taylors Lakes,"Kings Road, Taylors Lakes VIC 3038, Australia",144.7821513,-37.6965635,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
82,Chargefox Charging Station,Melbourne,Victoria,Chargefox Charging Station,"371 Police Road, Mulgrave VIC 3170, Australia",145.1907152,-37.9365224,"['fee', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
83,Bayside Council,Melbourne,Victoria,Bayside Council,"Royal Avenue, Sandringham VIC 3191, Australia",145.017674,-37.9593639,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
84,Tesla Destination Charger,Melbourne,Victoria,Tesla Destination Charger,"Nelson Street, Rye VIC 3941, Australia",144.8209256,-38.3709259,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
85,CTR Kyneton,Kyneton,Victoria,CTR Kyneton,"Hutton Street, Kyneton VIC 3444, Australia",144.4524935,-37.2470045,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
86,CTR Woodend,Woodend,Victoria,CTR Woodend,"High Street, Woodend VIC 3442, Australia",144.528833,-37.3558374,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
87,Tesla Supercharger,Melbourne,Victoria,Tesla Supercharger,"Mornington-Tyabb Road, Mornington VIC 3931, Australia",145.05112,-38.2344038,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
88,IKEA EV chargers,Melbourne,Victoria,IKEA EV chargers,"Loading Dock Exit, Springvale VIC 3171, Australia",145.1435899,-37.9271751,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
89,BP Pulse,Melbourne,Victoria,BP Pulse,"Diamond Creek Road, Diamond Creek VIC 3089, Australia",145.1233653,-37.6802607,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
90,BP Pulse,Melbourne,Victoria,BP Pulse,"North Road, Brighton East VIC 3186, Australia",145.0069973,-37.9001349,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
91, ,Melbourne,Victoria,Quality Drive,"Dandenong South VIC 3175, Australia",145.2116252,-38.0270897,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
92, ,Melbourne,Victoria,Nicholson Street,"Carlton VIC 3065, Australia",144.9719796,-37.8042881,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
93, ,Melbourne,Victoria,Normanby Road,"Notting Hill VIC 3800, Australia",145.133609,-37.9054453,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
94, ,Melbourne,Victoria,Healesville - Kinglake Road,"Melbourne VIC 3777, Australia",145.5029836,-37.6507196,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
95, ,Melbourne,Victoria,Glenlyon Road,"Brunswick VIC 3056, Australia",144.9619656,-37.7714237,"['access', 'access.yes', 'no_fee', 'no_fee.no', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
96, ,Geelong,Victoria,Western Foreshore Road,"Geelong VIC 3218, Australia",144.3612324,-38.1433232,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
97, ,Melbourne,Victoria,Pascoe Vale Road,"Oak Park VIC 3044, Australia",144.9211921,-37.7235909,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
98, ,Melbourne,Victoria,Kelvin Grove,"Preston VIC 3072, Australia",145.0050847,-37.7401175,"['access', 'access.yes', 'no_fee', 'no_fee.no', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
99, ,Melbourne,Victoria,501 Bourke Street,"Melbourne VIC 3000, Australia",144.9597412,-37.8160073,"['access', 'access.yes', 'fee', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
100, ,Melbourne,Victoria,Langs Lane,"Melbourne VIC 3000, Australia",144.9547665,-37.8163799,"['access_limited', 'access_limited.customers', 'no_fee', 'no_fee.no', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
101, ,Melbourne,Victoria,535 Little Lonsdale Street,"Melbourne VIC 3000, Australia",144.9559119,-37.8132556,"['access', 'access.yes', 'fee', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
102, ,Melbourne,Victoria,Bourke Street,"Melbourne VIC 3000, Australia",144.9618065,-37.8143461,"['access', 'access.yes', 'fee', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
103, ,Melbourne,Victoria,Flinders Street,"Melbourne VIC 3000, Australia",144.9639555,-37.81826,"['access', 'access.yes', 'fee', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
104, ,Melbourne,Victoria,114 Flinders Street,"Melbourne VIC 3000, Australia",144.9707936,-37.8162175,"['access', 'access.yes', 'fee', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
105, ,Melbourne,Victoria,Flinders Lane,"Melbourne VIC 3000, Australia",144.9700374,-37.8153856,"['no_fee', 'no_fee.no', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
106, ,Melbourne,Victoria,Flinders Lane,"Melbourne VIC 3000, Australia",144.9730784,-37.8144864,"['access_limited', 'access_limited.customers', 'fee', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
107, ,Melbourne,Victoria,Bourke Street,"Melbourne VIC 3000, Australia",144.9695662,-37.8125596,"['access', 'access.yes', 'fee', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
108, ,Melbourne,Victoria,Portland Lane,"Melbourne VIC 3000, Australia",144.9681379,-37.813368,"['access_limited', 'access_limited.customers', 'fee', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
109, ,Melbourne,Victoria,South Gippsland Highway,"Cranbourne VIC 3977, Australia",145.279579,-38.0870252,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
110, ,Melbourne,Victoria,Civic Parade,"Altona VIC 3018, Australia",144.830228,-37.86395,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
111, ,Melbourne,Victoria,Victoria Harbour Promenade,"Docklands VIC 3008, Australia",144.9426093,-37.8188089,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
112, ,Melbourne,Victoria,Punch Lane,"Melbourne VIC 3000, Australia",144.970523,-37.8101221,"['fee', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
113, ,Melbourne,Victoria,Swanston Street,"Carlton VIC 3010, Australia",144.9633222,-37.8055148,"['access_limited', 'access_limited.customers', 'no_fee', 'no_fee.no', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
114, ,Melbourne,Victoria,Lygon Street,"Carlton VIC 3053, Australia",144.9669687,-37.8022448,"['access_limited', 'access_limited.customers', 'no_fee', 'no_fee.no', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
115, ,Melbourne,Victoria,Nicholson Street,"Carlton VIC 3065, Australia",144.9733535,-37.8044709,"['access_limited', 'access_limited.customers', 'fee', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
116, ,Melbourne,Victoria,Munster Terrace,"North Melbourne VIC 3051, Australia",144.9427005,-37.8014314,"['no_fee', 'no_fee.no', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
117, ,Melbourne,Victoria,Munster Terrace,"North Melbourne VIC 3051, Australia",144.9428225,-37.801086,"['fee', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
118, ,Melbourne,Victoria,Waterfront Way,"Docklands VIC 3008, Australia",144.939222,-37.812617,"['access_limited', 'access_limited.customers', 'fee', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
119, ,Melbourne,Victoria,Pearl River Road,"Docklands VIC 3008, Australia",144.9370084,-37.8129804,"['access_limited', 'access_limited.customers', 'fee', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
120,Evie Networks Fast Charger,Sunshine Coast Regional,Queensland,Evie Networks Fast Charger,"Wild Horse Road, Sunshine Coast Regional QLD 4518, Australia",152.9964595,-26.9182695,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
121,Evie Networks, ,Queensland,Evie Networks,"The Circuit, QLD 4011, Australia",153.077346,-27.4157668,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
122,QESH - Gatton,Lockyer Valley Regional,Queensland,QESH - Gatton,"Man Drive, Lockyer Valley Regional QLD 4343, Australia",152.3351514,-27.5512615,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
123,Tesla Supercharger, ,Queensland,Tesla Supercharger,"Ann Street, Fortitude Valley QLD 4006, Australia",153.0404407,-27.451571,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
124,Tesla Supercharger,Gold Coast City,Queensland,Tesla Supercharger,"Hooker Boulevard, Gold Coast City QLD 4218, Australia",153.4273249,-28.0352782,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
125,QESH - North Lakes, ,Queensland,QESH - North Lakes,"David Henry Way, Springfield Central QLD 4300, Australia",152.8997448,-27.6821816,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
126,QESH - Hamilton, ,Queensland,QESH - Hamilton,"Macarthur Avenue, QLD 4009, Australia",153.0839368,-27.4443325,"['fee', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
127,QESH - Forest Glen,Sunshine Coast Regional,Queensland,QESH - Forest Glen,"Mons Road, Forest Glen Village Centre QLD 4554, Australia",153.0042582,-26.6871515,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
128,QESH - North Lakes,Moreton Bay Regional,Queensland,QESH - North Lakes,"ramp, Moreton Bay Regional QLD 4503, Australia",153.0158966,-27.2438579,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
129,QESH - Springwood, ,Queensland,QESH - Springwood,"3539-3565 Pacific Highway, Slacks Creek QLD 4127, Australia",153.1355179,-27.6379161,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
130,QESH - Ipswich, ,Queensland,QESH - Ipswich,"South Street, Ipswich QLD 4305, Australia",152.7584677,-27.6162053,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
131,ChargePoint,Gold Coast City,Queensland,ChargePoint,"Coles Drive, Ormeau QLD 4208, Australia",153.2608045,-27.7844523,"['fee', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
132,Eat Street Northshore, ,Queensland,Eat Street Northshore,"Macarthur Avenue, QLD 4009, Australia",153.0819323,-27.444063,"['access', 'access.yes', 'no_fee', 'no_fee.no', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
133, , ,Queensland,West Street,"QLD 4123, Australia",153.112883,-27.5779109,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
134, , ,Queensland,Swim Pool Deck,"St Lucia QLD 4072, Australia",153.0167803,-27.4954744,"['no_fee', 'no_fee.no', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
135, , ,Queensland,South,"Woolloongabba QLD 4102, Australia",153.0412292,-27.4921779,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
136, , ,Queensland,underground carpark,"Springfield Central QLD 4300, Australia",152.9036312,-27.6766678,"['access', 'access.yes', 'no_fee', 'no_fee.no', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
137, ,Gold Coast City,Queensland,Gold Coast Oceanway,"Broadbeach QLD 4218, Australia",153.434591,-28.0293919,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
138, ,Gold Coast City,Queensland,Old Pacific Highway,"Coomera QLD 4209, Australia",153.3104507,-27.8553474,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
139, , ,Queensland,Warrego Highway,"QLD 4303, Australia",152.8219388,-27.5881125,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
140, , ,Queensland,Goggs Road,"Jindalee QLD 4073, Australia",152.9489592,-27.5338615,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
141, ,Brisbane City,Queensland,Gympie Road,"Carseldine QLD 4036, Australia",153.0108559,-27.342,"['fee', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
142,Evie Networks Campbell Town,Campbell Town,Tasmania,Evie Networks Campbell Town,"Commonwealth Lane, Campbell Town TAS 7210, Australia",147.4945273,-41.9293446,"['fee', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
143,Chargefox Kings Meadows,Launceston,Tasmania,Chargefox Kings Meadows,"Guy Street, Kings Meadows TAS 7249, Australia",147.1586843,-41.4681651,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
