station_ID,Charing station name,City,State,Address line 1,Address line 2,Lng,Lat,Category
2339, ,Hobart,Tasmania,Snug Tiers Road,"Hobart TAS 7155, Australia",147.2343632,-43.0708845,"['access_limited', 'access_limited.customers', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
2340,Tesla Destination Charger,Blackbutt,Queensland,Tesla Destination Charger,"John Street, Blackbutt QLD 4314, Australia",152.1029637,-26.8857922,"['access_limited', 'access_limited.customers', 'fee', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
2341, ,Kingaroy,Queensland,Haly Street,"Kingaroy Business Centre QLD 4610, Australia",151.8401359,-26.5400752,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2342,Town Hall Daylesford,Daylesford,Victoria,Town Hall Daylesford,"Vincent Street, Daylesford VIC 3460, Australia",144.1423321,-37.3426377,"['no_fee', 'no_fee.no', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
2343,J-1772,Creswick,Victoria,J-1772,"Lakeside Drive, Creswick VIC 3363, Australia",143.8904968,-37.4444437,"['no_fee', 'no_fee.no', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
2344,Tesla Supercharger,Bendigo,Victoria,Tesla Supercharger,"Condon Street, Kennington VIC 3552, Australia",144.3064556,-36.7745636,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2345,CTR Maryborough,Maryborough,Victoria,CTR Maryborough,"Carrisbrook Settlers Trail, Maryborough VIC 3465, Australia",143.741488,-37.0508473,"['access', 'access.yes', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
2346,Charging the Regions,Inglewood,Victoria,Charging the Regions,"Storm Lane, Inglewood VIC 3517, Australia",143.8676039,-36.575759,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2347,Charging the Regions,Harcourt,Victoria,Charging the Regions,"High Street, Harcourt VIC, Australia",144.2609648,-36.9986135,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2348,CTR Kyneton,Kyneton,Victoria,CTR Kyneton,"Hutton Street, Kyneton VIC 3444, Australia",144.4524935,-37.2470045,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2349,CTR Castlemaine,Castlemaine,Victoria,CTR Castlemaine,"Forest Street, Wesley Hill VIC 3450, Australia",144.217816,-37.0667926,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2350,CTR Woodend,Woodend,Victoria,CTR Woodend,"High Street, Woodend VIC 3442, Australia",144.528833,-37.3558374,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2351,CTR Wedderburn,Wedderburn,Victoria,CTR Wedderburn,"Chapel Street, Wedderburn VIC 3518, Australia",143.6138978,-36.4179502,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2352,Charging the Regions,Newbridge,Victoria,Charging the Regions,"Burke Street, Newbridge VIC, Australia",143.9001993,-36.7405105,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2353,QESH - Proserpine,Proserpine,Queensland,QESH - Proserpine,"Dobbins Lane, Proserpine QLD, Australia",148.5815516,-20.402497,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2354,QESH - Bowen,Bowen,Queensland,QESH - Bowen,"Santa Barbara Parade, Bowen QLD, Australia",148.2489113,-20.0167979,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2355,NRMA Fast Charger,Yass,New South Wales,NRMA Fast Charger,"Meehan Street, Yass NSW 2582, Australia",148.9124032,-34.8412265,"['access', 'access.yes', 'no_fee', 'no_fee.no', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
2356,NRMA Fast Charger,Cowra,New South Wales,NRMA Fast Charger,"Bartlett Avenue, Taragala NSW 2794, Australia",148.6944413,-33.8340931,"['no_fee', 'no_fee.no', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
2357,Tesla Supercharger,Gundagai,New South Wales,Tesla Supercharger,"Annie Pyers Drive, Gundagai NSW 2722, Australia",148.1098598,-35.0021004,"['fee', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
2358,NRMA Fast Charger,Young,New South Wales,NRMA Fast Charger,"Rogan Lane, Young NSW 2594, Australia",148.2950671,-34.3117299,"['no_fee', 'no_fee.no', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
2359,NRMA Fast Charger,Jugiong,New South Wales,NRMA Fast Charger,"River Side Drive, Jugiong NSW 2726, Australia",148.3253727,-34.8234623,"['no_fee', 'no_fee.no', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
2360,Chargefox Gundagai,Gundagai,New South Wales,Chargefox Gundagai,"Annie Pyers Drive, Gundagai NSW 2722, Australia",148.1098247,-35.0022848,"['fee', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
2361,Yass Soldiers Club - Tesla Destination Charger,Yass,New South Wales,Yass Soldiers Club - Tesla Destination Charger,"Meehan Street, Yass NSW 2582, Australia",148.9128433,-34.84184,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2362,Tesla,Cowra,New South Wales,Tesla,"Lachlan Valley Way, Taragala NSW 2794, Australia",148.6817349,-33.8354773,"['no_fee', 'no_fee.no', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
2363,NRMA Fast Charger,Cowra,New South Wales,NRMA Fast Charger,"Bartlett Avenue, Taragala NSW 2794, Australia",148.6944413,-33.8340931,"['no_fee', 'no_fee.no', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
2364,NRMA Fast Charger,Young,New South Wales,NRMA Fast Charger,"Rogan Lane, Young NSW 2594, Australia",148.2950671,-34.3117299,"['no_fee', 'no_fee.no', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
2365,Tesla Destination Charger,Orange,New South Wales,Tesla Destination Charger,"246 Anson Street, Orange NSW 2800, Australia",149.0994869,-33.280911,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2366,Tesla Destination Charger,Campbells Corner,New South Wales,Tesla Destination Charger,"Wallace Lane, Canobolas NSW 2800, Australia",149.0432132,-33.3333919,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2367,Tesla,Cowra,New South Wales,Tesla,"Lachlan Valley Way, Taragala NSW 2794, Australia",148.6817349,-33.8354773,"['no_fee', 'no_fee.no', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
2368, ,Dartmoor,Victoria,Ascot Street,"Dartmoor VIC 3304, Australia",141.2756294,-37.921672,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2369,Tesla Supercharger,Tamworth,New South Wales,Tesla Supercharger,"Park Street, West Tamworth NSW 2340, Australia",150.9167887,-31.1016696,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2370,NRMA Fast Charger,Gunnedah,New South Wales,NRMA Fast Charger,"Little Barber Street, Gunnedah NSW 2380, Australia",150.2519137,-30.9786335,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2371,Tesla,Melbourne,Victoria,Tesla,"5/650 Church Street, Cremorne VIC 3121, Australia",144.9957089,-37.8321721,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2372,Free Moreland Council Car Charging Point,Melbourne,Victoria,Free Moreland Council Car Charging Point,"Urquhart Street, Coburg VIC 3058, Australia",144.9697797,-37.7407364,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2373,EVolution,Melbourne,Victoria,EVolution,"Osborne Avenue, Clayton South VIC 3169, Australia",145.1184356,-37.9430275,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2374,Tesla Supercharger,Melbourne,Victoria,Tesla Supercharger,"Taylor Street, Moonee Ponds VIC 3039, Australia",144.9222192,-37.7644055,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2375,Evie Networks,Melbourne,Victoria,Evie Networks,"100 Janefield Drive, Bundoora VIC 3083, Australia",145.0730497,-37.6784969,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2376,Evie Networks,Melbourne,Victoria,Evie Networks,"Elpis Road, Weir Views VIC 3338, Australia",144.5721618,-37.7227909,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2377,Tesla Chadstone,Melbourne,Victoria,Tesla Chadstone,"1341 Dandenong Road, Malvern East VIC 3148, Australia",145.0824905,-37.8872284,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2378,Free Moreland Council Car Charging Point,Melbourne,Victoria,Free Moreland Council Car Charging Point,"90 Bell Street, Coburg VIC 3058, Australia",144.9701016,-37.7412518,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2379,ChargePoint,Melbourne,Victoria,ChargePoint,"1239 Nepean Highway, Cheltenham VIC 3192, Australia",145.0534948,-37.9584508,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2380,Free Moreland Council EV charging,Melbourne,Victoria,Free Moreland Council EV charging,"Jukes Road, Fawkner VIC 3060, Australia",144.9695097,-37.7025331,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2381,Chargepoint,Melbourne,Victoria,Chargepoint,"Corporate Drive, Heatherton VIC 3202, Australia",145.080672,-37.9505279,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2382,Chargepoint,Melbourne,Victoria,Chargepoint,"Springvale Road, Mulgrave VIC 3168, Australia",145.1577067,-37.9214395,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2383,Chargepoint,Melbourne,Victoria,Chargepoint,"235 Springvale Road, Glen Waverley VIC 3150, Australia",145.165502,-37.8748303,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2384,Chargefox,Melbourne,Victoria,Chargefox,"Westfield Drive, Airport West VIC 3042, Australia",144.8855401,-37.713734,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2385,Melbourne Marriot Hotel,Melbourne,Victoria,Melbourne Marriot Hotel,"Exhibition Street, Melbourne VIC 3000, Australia",144.9692983,-37.8098361,"['access_limited', 'access_limited.customers', 'no_fee', 'no_fee.no', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
2386,E-Charge,Melbourne,Victoria,E-Charge,"Hodgins Road Sidewalk, Melbourne VIC 3915, Australia",145.1705033,-38.2998125,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2387,Charging Point,Melbourne,Victoria,Charging Point,"Racecourse Drive, Springvale VIC 3170, Australia",145.1679135,-37.9420293,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2388,Evie Networks Fast Chargers,Melbourne,Victoria,Evie Networks Fast Chargers,"Heatherton Road, Dandenong VIC 3802, Australia",145.2237568,-37.9713319,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2389,Tesla Supercharger,Melbourne,Victoria,Tesla Supercharger,"Camberwell Grove, Hawthorn East VIC 3126, Australia",145.056178,-37.8292531,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2390,Tesla Supercharger,Yea,Victoria,Tesla Supercharger,"Snodgrass Street, Yea VIC 3717, Australia",145.4261508,-37.2100102,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2391,Evie Networks Taylors Lakes,Melbourne,Victoria,Evie Networks Taylors Lakes,"Kings Road, Taylors Lakes VIC 3038, Australia",144.7821513,-37.6965635,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2392,Chargefox Charging Station,Melbourne,Victoria,Chargefox Charging Station,"371 Police Road, Mulgrave VIC 3170, Australia",145.1907152,-37.9365224,"['fee', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
2393,Bayside Council,Melbourne,Victoria,Bayside Council,"Royal Avenue, Sandringham VIC 3191, Australia",145.017674,-37.9593639,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2394,Tesla Supercharger,Melbourne,Victoria,Tesla Supercharger,"Mornington-Tyabb Road, Mornington VIC 3931, Australia",145.05112,-38.2344038,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2395,IKEA EV chargers,Melbourne,Victoria,IKEA EV chargers,"Loading Dock Exit, Springvale VIC 3171, Australia",145.1435899,-37.9271751,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2396,BP Pulse,Melbourne,Victoria,BP Pulse,"Diamond Creek Road, Diamond Creek VIC 3089, Australia",145.1233653,-37.6802607,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2397,BP Pulse,Melbourne,Victoria,BP Pulse,"North Road, Brighton East VIC 3186, Australia",145.0069973,-37.9001349,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2398, ,Melbourne,Victoria,Quality Drive,"Dandenong South VIC 3175, Australia",145.2116252,-38.0270897,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2399, ,Melbourne,Victoria,Nicholson Street,"Carlton VIC 3065, Australia",144.9719796,-37.8042881,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2400, ,Melbourne,Victoria,Normanby Road,"Notting Hill VIC 3800, Australia",145.133609,-37.9054453,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2401, ,Melbourne,Victoria,Healesville - Kinglake Road,"Melbourne VIC 3777, Australia",145.5029836,-37.6507196,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2402, ,Melbourne,Victoria,Glenlyon Road,"Brunswick VIC 3056, Australia",144.9619656,-37.7714237,"['access', 'access.yes', 'no_fee', 'no_fee.no', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
2403, ,Melbourne,Victoria,Pascoe Vale Road,"Oak Park VIC 3044, Australia",144.9211921,-37.7235909,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2404, ,Melbourne,Victoria,Kelvin Grove,"Preston VIC 3072, Australia",145.0050847,-37.7401175,"['access', 'access.yes', 'no_fee', 'no_fee.no', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
2405, ,Melbourne,Victoria,501 Bourke Street,"Melbourne VIC 3000, Australia",144.9597412,-37.8160073,"['access', 'access.yes', 'fee', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
2406, ,Melbourne,Victoria,Langs Lane,"Melbourne VIC 3000, Australia",144.9547665,-37.8163799,"['access_limited', 'access_limited.customers', 'no_fee', 'no_fee.no', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
2407, ,Melbourne,Victoria,535 Little Lonsdale Street,"Melbourne VIC 3000, Australia",144.9559119,-37.8132556,"['access', 'access.yes', 'fee', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
2408, ,Melbourne,Victoria,Bourke Street,"Melbourne VIC 3000, Australia",144.9618065,-37.8143461,"['access', 'access.yes', 'fee', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
2409, ,Melbourne,Victoria,Flinders Street,"Melbourne VIC 3000, Australia",144.9639555,-37.81826,"['access', 'access.yes', 'fee', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
2410, ,Melbourne,Victoria,114 Flinders Street,"Melbourne VIC 3000, Australia",144.9707936,-37.8162175,"['access', 'access.yes', 'fee', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
2411, ,Melbourne,Victoria,Flinders Lane,"Melbourne VIC 3000, Australia",144.9700374,-37.8153856,"['no_fee', 'no_fee.no', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
2412, ,Melbourne,Victoria,Flinders Lane,"Melbourne VIC 3000, Australia",144.9730784,-37.8144864,"['access_limited', 'access_limited.customers', 'fee', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
2413, ,Melbourne,Victoria,Bourke Street,"Melbourne VIC 3000, Australia",144.9695662,-37.8125596,"['access', 'access.yes', 'fee', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
2414, ,Melbourne,Victoria,Portland Lane,"Melbourne VIC 3000, Australia",144.9681379,-37.813368,"['access_limited', 'access_limited.customers', 'fee', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
2415, ,Melbourne,Victoria,South Gippsland Highway,"Cranbourne VIC 3977, Australia",145.279579,-38.0870252,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2416, ,Melbourne,Victoria,Civic Parade,"Altona VIC 3018, Australia",144.830228,-37.86395,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2417, ,Melbourne,Victoria,Victoria Harbour Promenade,"Docklands VIC 3008, Australia",144.9426093,-37.8188089,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2418, ,Melbourne,Victoria,Punch Lane,"Melbourne VIC 3000, Australia",144.970523,-37.8101221,"['fee', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
2419, ,Melbourne,Victoria,Swanston Street,"Carlton VIC 3010, Australia",144.9633222,-37.8055148,"['access_limited', 'access_limited.customers', 'no_fee', 'no_fee.no', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
2420, ,Melbourne,Victoria,Lygon Street,"Carlton VIC 3053, Australia",144.9669687,-37.8022448,"['access_limited', 'access_limited.customers', 'no_fee', 'no_fee.no', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
2421, ,Melbourne,Victoria,Nicholson Street,"Carlton VIC 3065, Australia",144.9733535,-37.8044709,"['access_limited', 'access_limited.customers', 'fee', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
2422, ,Melbourne,Victoria,Munster Terrace,"North Melbourne VIC 3051, Australia",144.9427005,-37.8014314,"['no_fee', 'no_fee.no', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
2423, ,Melbourne,Victoria,Munster Terrace,"North Melbourne VIC 3051, Australia",144.9428225,-37.801086,"['fee', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
2424, ,Melbourne,Victoria,Waterfront Way,"Docklands VIC 3008, Australia",144.939222,-37.812617,"['access_limited', 'access_limited.customers', 'fee', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
2425, ,Melbourne,Victoria,Pearl River Road,"Docklands VIC 3008, Australia",144.9370084,-37.8129804,"['access_limited', 'access_limited.customers', 'fee', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
2426, ,Melbourne,Victoria,45 Dudley Street,"West Melbourne VIC 3003, Australia",144.9509974,-37.8100036,"['no_fee', 'no_fee.no', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
2427, ,Melbourne,Victoria,261 Clarendon Street,"South Melbourne VIC 3205, Australia",144.9607646,-37.8319526,"['no_fee', 'no_fee.no', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
2428, ,Melbourne,Victoria,21 Bank Street,"South Melbourne VIC 3205, Australia",144.9692208,-37.8322063,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2429, ,Melbourne,Victoria,Boundary Road,"Hadfield VIC 3058, Australia",144.9615204,-37.7190319,"['access', 'access.yes', 'no_fee', 'no_fee.no', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
2430, ,Melbourne,Victoria,Douglas Street,"Port Melbourne VIC 3207, Australia",144.9244765,-37.8244076,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2431,QESH - Mackay,Mackay,Queensland,QESH - Mackay,"Gregory Street, Mackay QLD 4740, Australia",149.1850897,-21.1393216,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2432,Tesla Supercharger,Euroa,Victoria,Tesla Supercharger,"Kirkland Avenue, Euroa VIC 3666, Australia",145.5734088,-36.7527958,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2433,Chargefox,Euroa,Victoria,Chargefox,"Euroa Main Road Offramp, Euroa VIC 3666, Australia",145.5909893,-36.743036,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2434,Evie Networks,Avenel,Victoria,Evie Networks,"Ash Street, Avenel VIC 3664, Australia",145.2398046,-36.9074894,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2435,Tesla Supercharger,Ovens,Victoria,Tesla Supercharger,"Murray to Mountains Rail Trail, Ovens VIC 3738, Australia",146.7592991,-36.5870197,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2436,CTR Shepparton,Shepparton,Victoria,CTR Shepparton,"Fraser Street, Shepparton VIC 3630, Australia",145.4003239,-36.3803048,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2437,RACV Charging Station,Euroa,Victoria,RACV Charging Station,"Euroa Main Road Offramp, Euroa VIC 3666, Australia",145.5909268,-36.7428065,"['access', 'access.yes', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
2438,Knockrow Supercharger,Knockrow,New South Wales,Knockrow Supercharger,"419 Hinterland Way, Knockrow NSW 2479, Australia",153.5347035,-28.7495635,"['fee', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
2439,Tesla Supercharger,Gold Coast City,Queensland,Tesla Supercharger,"Hooker Boulevard, Gold Coast City QLD 4218, Australia",153.4273249,-28.0352782,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2440,NRMA Fast Charger,Ewingsdale,New South Wales,NRMA Fast Charger,"Ewingsdale Road, Ewingsdale NSW 2481, Australia",153.553519,-28.636313,"['no_fee', 'no_fee.no', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
2441,Queensland Electric Super Highway,Gold Coast City,Queensland,Queensland Electric Super Highway,"Terminal Drive, Bilinga QLD 4225, Australia",153.5149937,-28.1640354,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2442,QESH - North Lakes, ,Queensland,QESH - North Lakes,"David Henry Way, Springfield Central QLD 4300, Australia",152.8997448,-27.6821816,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2443,QESH - Hamilton, ,Queensland,QESH - Hamilton,"Macarthur Avenue, QLD 4009, Australia",153.0839368,-27.4443325,"['fee', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
2444,Chargefox,Ballina,New South Wales,Chargefox,"Bangalow Road, North Ballina NSW 2478, Australia",153.5617941,-28.857635,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2445,Tesla Destination Charger,Ballina,New South Wales,Tesla Destination Charger,"Winton Lane, Ballina NSW 2478, Australia",153.563108,-28.870871,"['access', 'access.yes', 'no_fee', 'no_fee.no', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
2446,QESH - Springwood, ,Queensland,QESH - Springwood,"3539-3565 Pacific Highway, Slacks Creek QLD 4127, Australia",153.1355179,-27.6379161,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2447,ChargePoint,Gold Coast City,Queensland,ChargePoint,"Coles Drive, Ormeau QLD 4208, Australia",153.2608045,-27.7844523,"['fee', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
2448, ,Byron Bay,New South Wales,Lawson Street,"Byron Bay NSW 2481, Australia",153.615842,-28.643176,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2449, , ,Queensland,West Street,"QLD 4123, Australia",153.112883,-27.5779109,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2450, , ,Queensland,Swim Pool Deck,"St Lucia QLD 4072, Australia",153.0167803,-27.4954744,"['no_fee', 'no_fee.no', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
2451, , ,Queensland,South,"Woolloongabba QLD 4102, Australia",153.0412292,-27.4921779,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2452, , ,Queensland,underground carpark,"Springfield Central QLD 4300, Australia",152.9036312,-27.6766678,"['access', 'access.yes', 'no_fee', 'no_fee.no', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
2453, ,Gold Coast City,Queensland,Gold Coast Oceanway,"Broadbeach QLD 4218, Australia",153.434591,-28.0293919,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2454, ,Gold Coast City,Queensland,Old Pacific Highway,"Coomera QLD 4209, Australia",153.3104507,-27.8553474,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2455, , ,Queensland,Goggs Road,"Jindalee QLD 4073, Australia",152.9489592,-27.5338615,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2456,Tesla,Melbourne,Victoria,Tesla,"5/650 Church Street, Cremorne VIC 3121, Australia",144.9957089,-37.8321721,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2457,Free Moreland Council Car Charging Point,Melbourne,Victoria,Free Moreland Council Car Charging Point,"Urquhart Street, Coburg VIC 3058, Australia",144.9697797,-37.7407364,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2458,EVolution,Melbourne,Victoria,EVolution,"Osborne Avenue, Clayton South VIC 3169, Australia",145.1184356,-37.9430275,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2459,Tesla Supercharger,Melbourne,Victoria,Tesla Supercharger,"Taylor Street, Moonee Ponds VIC 3039, Australia",144.9222192,-37.7644055,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2460,Evie Networks,Avenel,Victoria,Evie Networks,"Ash Street, Avenel VIC 3664, Australia",145.2398046,-36.9074894,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2461,Evie Networks,Melbourne,Victoria,Evie Networks,"100 Janefield Drive, Bundoora VIC 3083, Australia",145.0730497,-37.6784969,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2462,Evie Networks,Melbourne,Victoria,Evie Networks,"Elpis Road, Weir Views VIC 3338, Australia",144.5721618,-37.7227909,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2463,Tesla Chadstone,Melbourne,Victoria,Tesla Chadstone,"1341 Dandenong Road, Malvern East VIC 3148, Australia",145.0824905,-37.8872284,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2464,Free Moreland Council Car Charging Point,Melbourne,Victoria,Free Moreland Council Car Charging Point,"90 Bell Street, Coburg VIC 3058, Australia",144.9701016,-37.7412518,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2465,ChargePoint,Melbourne,Victoria,ChargePoint,"1239 Nepean Highway, Cheltenham VIC 3192, Australia",145.0534948,-37.9584508,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2466,Free Moreland Council EV charging,Melbourne,Victoria,Free Moreland Council EV charging,"Jukes Road, Fawkner VIC 3060, Australia",144.9695097,-37.7025331,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2467,Chargepoint,Melbourne,Victoria,Chargepoint,"Corporate Drive, Heatherton VIC 3202, Australia",145.080672,-37.9505279,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2468,Chargepoint,Melbourne,Victoria,Chargepoint,"Springvale Road, Mulgrave VIC 3168, Australia",145.1577067,-37.9214395,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2469,Chargepoint,Melbourne,Victoria,Chargepoint,"235 Springvale Road, Glen Waverley VIC 3150, Australia",145.165502,-37.8748303,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2470,Chargefox,Melbourne,Victoria,Chargefox,"Westfield Drive, Airport West VIC 3042, Australia",144.8855401,-37.713734,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2471,Melbourne Marriot Hotel,Melbourne,Victoria,Melbourne Marriot Hotel,"Exhibition Street, Melbourne VIC 3000, Australia",144.9692983,-37.8098361,"['access_limited', 'access_limited.customers', 'no_fee', 'no_fee.no', 'service', 'service.vehicle', 'service.vehicle.charging_station']"
2472,E-Charge,Melbourne,Victoria,E-Charge,"Hodgins Road Sidewalk, Melbourne VIC 3915, Australia",145.1705033,-38.2998125,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2473,Charging Point,Melbourne,Victoria,Charging Point,"Racecourse Drive, Springvale VIC 3170, Australia",145.1679135,-37.9420293,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2474,Evie Networks Fast Chargers,Melbourne,Victoria,Evie Networks Fast Chargers,"Heatherton Road, Dandenong VIC 3802, Australia",145.2237568,-37.9713319,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2475,Tesla Supercharger,Melbourne,Victoria,Tesla Supercharger,"Camberwell Grove, Hawthorn East VIC 3126, Australia",145.056178,-37.8292531,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
2476,Tesla Supercharger,Yea,Victoria,Tesla Supercharger,"Snodgrass Street, Yea VIC 3717, Australia",145.4261508,-37.2100102,"['service', 'service.vehicle', 'service.vehicle.charging_station']"
