Date,Vehicle body type,Motive power,Count
1/07/2015,AMBULANCE,Diesel,1
1/07/2015,AMBULANCE,Diesel,33
1/07/2015,ARMOURED VEHICLE,Diesel,1
1/07/2015,ARMOURED VEHICLE,Diesel,4
1/07/2015,ARMOURED VEHICLE,Diesel,8
1/07/2015,ARTICULATED BUS,Diesel,35
1/07/2015,BACKHOE,Diesel,15
1/07/2015,BACKHOE,Diesel,3
1/07/2015,BACKHOE,Diesel,6
1/07/2015,BIKE TRAILER,,12
1/07/2015,BIKE TRAILER,,301
1/07/2015,BIN CARRIER,,5
1/07/2015,BIN CARRIER,Diesel,1
1/07/2015,BIN CARRIER,Diesel,2
1/07/2015,BIN CARRIER,Diesel,42
1/07/2015,BIN CARRIER,Diesel,5
1/07/2015,BOAT TRAILER,,180
1/07/2015,BOAT TRAILER,,5056
1/07/2015,BONNET PRIME MOVER,Diesel,23
1/07/2015,BONNET PRIME MOVER,Diesel,55
1/07/2015,CAB OVER PRIME MOVER,Diesel,16
1/07/2015,CAB OVER PRIME MOVER,Diesel,52
1/07/2015,CAMPER,Diesel,1
1/07/2015,CAMPER,Diesel,22
1/07/2015,CAMPER,Diesel,220
1/07/2015,CAMPER,Diesel,3
1/07/2015,CAMPER,Diesel Or Lpg Option,1
1/07/2015,CAMPER,LPG,2
1/07/2015,CAMPER,Petrol,1
1/07/2015,CAMPER,Petrol,137
1/07/2015,CAMPER,Petrol,2
1/07/2015,CAMPER,Petrol,8
1/07/2015,CAMPER,Petrol Or Lpg Option,10
1/07/2015,CAMPER TRAILER,,10
1/07/2015,CAMPER TRAILER,,1310
1/07/2015,CAR CARRIER,,1
1/07/2015,CAR CARRIER,,11
1/07/2015,CAR CARRIER,Diesel,1
1/07/2015,CAR TRAILER,,652
1/07/2015,CAR TRAILER,,83
1/07/2015,CARAVAN,,139
1/07/2015,CARAVAN,,2522
1/07/2015,CONCRETE BLENDER,Diesel,1
1/07/2015,CONCRETE BLENDER,Diesel,11
1/07/2015,CONCRETE BLENDER,Diesel,60
1/07/2015,CONCRETE BLENDER,Petrol,1
1/07/2015,CONCRETE PUMPER,Diesel,2
1/07/2015,CONCRETE PUMPER,Diesel,7
1/07/2015,CONVERTIBLE,Diesel,10
1/07/2015,CONVERTIBLE,Diesel,85
1/07/2015,CONVERTIBLE,LPG,1
1/07/2015,CONVERTIBLE,Petrol,1
1/07/2015,CONVERTIBLE,Petrol,116
1/07/2015,CONVERTIBLE,Petrol,1698
1/07/2015,CONVERTIBLE,Petrol,201
1/07/2015,CONVERTIBLE,Petrol,30
1/07/2015,CONVERTIBLE,Petrol,5
1/07/2015,CURTAIN SIDE VAN,,10
1/07/2015,CURTAIN SIDE VAN,,40
1/07/2015,CURTAIN SIDE VAN,CNG,2
1/07/2015,CURTAIN SIDE VAN,Diesel,1
1/07/2015,CURTAIN SIDE VAN,Diesel,2
1/07/2015,CURTAIN SIDE VAN,Diesel,3
1/07/2015,CURTAIN SIDE VAN,Diesel,50
1/07/2015,CURTAIN SIDE VAN,Diesel,7
1/07/2015,DOLLY,,1
1/07/2015,DUMP TRUCK,Diesel,2
1/07/2015,ENCLOSED TRAILER,,2
1/07/2015,EQUIPMENT TRAILER,,123
1/07/2015,EQUIPMENT TRAILER,,128
1/07/2015,FIRE TRUCK,Diesel,1
1/07/2015,FIRE TRUCK,Diesel,2
1/07/2015,FIRE TRUCK,Diesel,27
1/07/2015,FIRE TRUCK,Diesel,37
1/07/2015,FIRE TRUCK,Diesel,4
1/07/2015,FIRE TRUCK,Petrol,1
1/07/2015,FLAT TOP,,103
1/07/2015,FLAT TOP,,39
1/07/2015,FLAT TOP,Diesel,1
1/07/2015,FLAT TOP,Diesel,18
1/07/2015,FLAT TOP,Diesel,2
1/07/2015,FLAT TOP,Diesel,310
1/07/2015,FLAT TOP,Diesel,8
1/07/2015,FLAT TOP,Diesel,85
1/07/2015,FLAT TOP,Petrol,1
1/07/2015,FLAT TOP,Petrol,2
1/07/2015,FORK LIFT (HEAVY),Diesel,1
1/07/2015,FORK LIFT (HEAVY),Diesel,12
1/07/2015,FORK LIFT (HEAVY),Diesel,5
1/07/2015,FORK LIFT (HEAVY),Electric,1
1/07/2015,FORK LIFT (HEAVY),Electric,4
1/07/2015,FORK LIFT (HEAVY),LPG,2
1/07/2015,FORK LIFT (HEAVY),Petrol,1
1/07/2015,FORK LIFT (HEAVY),Petrol Or Lpg Option,1
1/07/2015,FORK LIFT (HEAVY),Petrol Or Lpg Option,6
1/07/2015,FORK LIFT (LIGHT),Diesel,1
1/07/2015,FORK LIFT (LIGHT),Diesel,12
1/07/2015,FORK LIFT (LIGHT),Electric,5
1/07/2015,FORK LIFT (LIGHT),LPG,18
1/07/2015,FORK LIFT (LIGHT),Petrol,1
1/07/2015,FORK LIFT (LIGHT),Petrol,3
1/07/2015,FORK LIFT (LIGHT),Petrol Or Lpg Option,18
1/07/2015,FRONT END LOADER,Diesel,3
1/07/2015,FRONT END LOADER,Diesel,7
1/07/2015,GARBAGE COMPACTOR,Diesel,4
1/07/2015,GARBAGE COMPACTOR,Diesel,7
1/07/2015,GARBAGE COMPACTOR,Diesel,73
1/07/2015,GOODS TRAILER,,1983
1/07/2015,GOODS TRAILER,,25885
1/07/2015,GRADER,Diesel,2
1/07/2015,GRADER,Diesel,4
1/07/2015,HORSE FLOAT,,11
1/07/2015,HORSE FLOAT,,426
1/07/2015,JINKER,,1
1/07/2015,LIGHT BUS,Diesel,1
1/07/2015,LIGHT BUS,Diesel,112
1/07/2015,LIGHT BUS,Diesel,2
1/07/2015,LIGHT BUS,Diesel,54
1/07/2015,LIGHT BUS,Diesel,6
1/07/2015,LIGHT BUS,Diesel,7
1/07/2015,LIGHT BUS,Diesel,9
1/07/2015,LIGHT BUS,LPG,1
1/07/2015,LIGHT BUS,Petrol,1
1/07/2015,LIGHT BUS,Petrol,2
1/07/2015,LIGHT BUS,Petrol,3
1/07/2015,LIGHT BUS,Petrol,36
1/07/2015,LIGHT BUS,Petrol,5
1/07/2015,LIGHT BUS,Petrol,6
1/07/2015,LIGHT BUS,Petrol,76
1/07/2015,LIGHT BUS,Petrol Or Lpg Option,1
1/07/2015,LIGHT BUS,Petrol Or Lpg Option,5
1/07/2015,LIGHT SEMITRAILER,,1
1/07/2015,LIGHT TRACTOR,Diesel,19
1/07/2015,LIGHT TRACTOR,Diesel,3
1/07/2015,LIGHT TRACTOR,Petrol,3
1/07/2015,LIGHT TRACTOR,Petrol,4
1/07/2015,LIGHT TRUCK,CNG,1
1/07/2015,LIGHT TRUCK,Diesel,1
1/07/2015,LIGHT TRUCK,Diesel,11
1/07/2015,LIGHT TRUCK,Diesel,2
1/07/2015,LIGHT TRUCK,Diesel,3
1/07/2015,LIGHT TRUCK,Diesel,3489
1/07/2015,LIGHT TRUCK,Diesel,4
1/07/2015,LIGHT TRUCK,Diesel,5
1/07/2015,LIGHT TRUCK,Diesel,8
1/07/2015,LIGHT TRUCK,Diesel,9
1/07/2015,LIGHT TRUCK,Diesel,9141
1/07/2015,LIGHT TRUCK,Diesel Or Lpg Option,1
1/07/2015,LIGHT TRUCK,Diesel Or Lpg Option,12
1/07/2015,LIGHT TRUCK,Electric,27
1/07/2015,LIGHT TRUCK,Electric,4
1/07/2015,LIGHT TRUCK,LPG,1
1/07/2015,LIGHT TRUCK,LPG,104
1/07/2015,LIGHT TRUCK,LPG,385
1/07/2015,LIGHT TRUCK,Other,1
1/07/2015,LIGHT TRUCK,Petrol,1
1/07/2015,LIGHT TRUCK,Petrol,1959
1/07/2015,LIGHT TRUCK,Petrol,2
1/07/2015,LIGHT TRUCK,Petrol,27
1/07/2015,LIGHT TRUCK,Petrol,3
1/07/2015,LIGHT TRUCK,Petrol,4
1/07/2015,LIGHT TRUCK,Petrol,7
1/07/2015,LIGHT TRUCK,Petrol,9281
1/07/2015,LIGHT TRUCK,Petrol Or Cng Option,2
1/07/2015,LIGHT TRUCK,Petrol Or Cng Option,3
1/07/2015,LIGHT TRUCK,Petrol Or Lpg Option,1
1/07/2015,LIGHT TRUCK,Petrol Or Lpg Option,437
1/07/2015,LIGHT TRUCK,Petrol Or Lpg Option,58
1/07/2015,MACHINERY TRUCK,Diesel,1
1/07/2015,MACHINERY TRUCK,Diesel,2
1/07/2015,MACHINERY TRUCK,Diesel,3
1/07/2015,MACHINERY TRUCK,Petrol,1
1/07/2015,MACHINERY TRUCK,Petrol,2
1/07/2015,MACHINERY/EQUIPMENT,,10
1/07/2015,MACHINERY/EQUIPMENT,,4
1/07/2015,MACHINERY/EQUIPMENT,Diesel,1
1/07/2015,MACHINERY/EQUIPMENT,Diesel,2
1/07/2015,MACHINERY/EQUIPMENT,Diesel,8
1/07/2015,MACHINERY/EQUIPMENT,Diesel,9
1/07/2015,MISCELLAN TRAILER,,331
1/07/2015,MISCELLAN TRAILER,,61
1/07/2015,MOBILE CRANE,Diesel,1
1/07/2015,MOBILE CRANE,Diesel,18
1/07/2015,MOBILE CRANE,Diesel,5
1/07/2015,MOBILE CRANE,Diesel,6
1/07/2015,MOBILE HOME,Diesel,1
1/07/2015,MOBILE HOME,Diesel,32
1/07/2015,MOBILE HOME,Petrol Or Lpg Option,1
1/07/2015,MOBILE WORK TOWER,Diesel,6
1/07/2015,MOBILE WORK TOWER,Diesel,7
1/07/2015,MOTORBIKE,Diesel,1
1/07/2015,MOTORBIKE,Electric,7
1/07/2015,MOTORBIKE,Other,1
1/07/2015,MOTORBIKE,Petrol,1183
1/07/2015,MOTORBIKE,Petrol,14
1/07/2015,MOTORBIKE,Petrol,192
1/07/2015,MOTORBIKE,Petrol,254
1/07/2015,MOTORBIKE,Petrol,300
1/07/2015,MOTORBIKE,Petrol,3684
1/07/2015,MOTORBIKE,Petrol,37
1/07/2015,MOTORBIKE,Petrol,43
1/07/2015,MOTORBIKE,Petrol,5417
1/07/2015,MOTORBIKE,Petrol,66
1/07/2015,MOTORTRIKE,Petrol,1
1/07/2015,MOTORTRIKE,Petrol,6
1/07/2015,MOTORTRIKE,Petrol,9
1/07/2015,PANTECHNICON,,14
1/07/2015,PANTECHNICON,CNG,1
1/07/2015,PANTECHNICON,Diesel,1
1/07/2015,PANTECHNICON,Diesel,160
1/07/2015,PANTECHNICON,Diesel,48
1/07/2015,PANTECHNICON,Diesel,5
1/07/2015,PANTECHNICON,Hybrid,3
1/07/2015,PANTECHNICON,Petrol,3
1/07/2015,PASSENGER VAN,Diesel,1
1/07/2015,PASSENGER VAN,Diesel,2
1/07/2015,PASSENGER VAN,Diesel,276
1/07/2015,PASSENGER VAN,Diesel,4
1/07/2015,PASSENGER VAN,Diesel,87
1/07/2015,PASSENGER VAN,Diesel Or Lpg Option,1
1/07/2015,PASSENGER VAN,Electric,1
1/07/2015,PASSENGER VAN,LPG,1
1/07/2015,PASSENGER VAN,Petrol,1
1/07/2015,PASSENGER VAN,Petrol,1141
1/07/2015,PASSENGER VAN,Petrol,159
1/07/2015,PASSENGER VAN,Petrol,2
1/07/2015,PASSENGER VAN,Petrol,3
1/07/2015,PASSENGER VAN,Petrol,4
1/07/2015,PASSENGER VAN,Petrol,6
1/07/2015,PASSENGER VAN,Petrol Or Lpg Option,1
1/07/2015,PASSENGER VAN,Petrol Or Lpg Option,11
1/07/2015,PLANT,Diesel,182
1/07/2015,PLANT,Diesel,4
1/07/2015,PLANT,Diesel,5
1/07/2015,PLANT,Electric,13
1/07/2015,PLANT,LPG,2
1/07/2015,PLANT,Petrol,2
1/07/2015,PLANT,Petrol,30
1/07/2015,PLANT,Petrol Or Lpg Option,9
1/07/2015,REFRIGERATED VAN,,4
1/07/2015,REFRIGERATED VAN,,8
1/07/2015,REFRIGERATED VAN,Diesel,1
1/07/2015,REFRIGERATED VAN,Diesel,33
1/07/2015,REFRIGERATED VAN,Diesel,4
1/07/2015,REFRIGERATED VAN,Diesel,9
1/07/2015,RIGID BUS,CNG,3
1/07/2015,RIGID BUS,CNG,67
1/07/2015,RIGID BUS,Diesel,1
1/07/2015,RIGID BUS,Diesel,16
1/07/2015,RIGID BUS,Diesel,405
1/07/2015,RIGID BUS,Diesel,6
1/07/2015,RIGID BUS,Diesel,7
1/07/2015,RIGID BUS,Diesel,80
1/07/2015,RIGID BUS,Petrol,1
1/07/2015,RIGID BUS,Petrol,3
1/07/2015,SEDAN,CNG,1
1/07/2015,SEDAN,Diesel,1
1/07/2015,SEDAN,Diesel,2
1/07/2015,SEDAN,Diesel,5485
1/07/2015,SEDAN,Diesel,666
1/07/2015,SEDAN,Electric,17
1/07/2015,SEDAN,Electric,55
1/07/2015,SEDAN,Hybrid,1
1/07/2015,SEDAN,Hybrid,1076
1/07/2015,SEDAN,Hybrid,130
1/07/2015,SEDAN,Hybrid,161
1/07/2015,SEDAN,Hybrid,3
1/07/2015,SEDAN,Hybrid,37
1/07/2015,SEDAN,LPG,129
1/07/2015,SEDAN,LPG,35
1/07/2015,SEDAN,LPG,364
1/07/2015,SEDAN,LPG,4
1/07/2015,SEDAN,LPG,5
1/07/2015,SEDAN,Other,157
1/07/2015,SEDAN,Other,22
1/07/2015,SEDAN,Petrol,11517
1/07/2015,SEDAN,Petrol,12
1/07/2015,SEDAN,Petrol,140768
1/07/2015,SEDAN,Petrol,16
1/07/2015,SEDAN,Petrol,2
1/07/2015,SEDAN,Petrol,20
1/07/2015,SEDAN,Petrol,28
1/07/2015,SEDAN,Petrol,29
1/07/2015,SEDAN,Petrol,5
1/07/2015,SEDAN,Petrol,555
1/07/2015,SEDAN,Petrol,6
1/07/2015,SEDAN,Petrol,7
1/07/2015,SEDAN,Petrol,741
1/07/2015,SEDAN,Petrol,82
1/07/2015,SEDAN,Petrol Or Cng Option,3
1/07/2015,SEDAN,Petrol Or Lpg Option,1
1/07/2015,SEDAN,Petrol Or Lpg Option,10
1/07/2015,SEDAN,Petrol Or Lpg Option,67
1/07/2015,SEDAN,Petrol Or Lpg Option,834
1/07/2015,SKEL,Diesel,2
1/07/2015,SKEL TRAILER,,9
1/07/2015,SKID STEER,Diesel,1
1/07/2015,STATION WAGON,CNG,1
1/07/2015,STATION WAGON,Diesel,1
1/07/2015,STATION WAGON,Diesel,12793
1/07/2015,STATION WAGON,Diesel,15
1/07/2015,STATION WAGON,Diesel,18
1/07/2015,STATION WAGON,Diesel,2
1/07/2015,STATION WAGON,Diesel,2341
1/07/2015,STATION WAGON,Diesel,28
1/07/2015,STATION WAGON,Diesel Or Lpg Option,1
1/07/2015,STATION WAGON,Diesel Or Lpg Option,8
1/07/2015,STATION WAGON,Electric,2
1/07/2015,STATION WAGON,Electric,5
1/07/2015,STATION WAGON,Hybrid,135
1/07/2015,STATION WAGON,Hybrid,2
1/07/2015,STATION WAGON,Hybrid,34
1/07/2015,STATION WAGON,LPG,246
1/07/2015,STATION WAGON,LPG,28
1/07/2015,STATION WAGON,LPG,36
1/07/2015,STATION WAGON,LPG,8
1/07/2015,STATION WAGON,Other,4
1/07/2015,STATION WAGON,Petrol,1
1/07/2015,STATION WAGON,Petrol,14
1/07/2015,STATION WAGON,Petrol,2
1/07/2015,STATION WAGON,Petrol,20
1/07/2015,STATION WAGON,Petrol,3
1/07/2015,STATION WAGON,Petrol,4
1/07/2015,STATION WAGON,Petrol,43366
1/07/2015,STATION WAGON,Petrol,5087
1/07/2015,STATION WAGON,Petrol,51
1/07/2015,STATION WAGON,Petrol,7
1/07/2015,STATION WAGON,Petrol,77
1/07/2015,STATION WAGON,Petrol Or Cng Option,3
1/07/2015,STATION WAGON,Petrol Or Lpg Option,1
1/07/2015,STATION WAGON,Petrol Or Lpg Option,5
1/07/2015,STATION WAGON,Petrol Or Lpg Option,55
1/07/2015,STATION WAGON,Petrol Or Lpg Option,639
1/07/2015,STATION WAGON,Plug-in Hybrid Electric,4
1/07/2015,STATION WAGON,Plug-in Hybrid Electric,9
1/07/2015,STOCK CRATE,,2
1/07/2015,STOCK CRATE,Diesel,3
1/07/2015,TANKER,,3
1/07/2015,TANKER,Diesel,1
1/07/2015,TANKER,Diesel,3
1/07/2015,TANKER,Diesel,4
1/07/2015,TANKER,Diesel,42
1/07/2015,TIPPER,,103
1/07/2015,TIPPER,,39
1/07/2015,TIPPER,Diesel,1
1/07/2015,TIPPER,Diesel,13
1/07/2015,TIPPER,Diesel,174
1/07/2015,TIPPER,Diesel,28
1/07/2015,TIPPER,Diesel,328
1/07/2015,TIPPER,Petrol,1
1/07/2015,TIPPER,Petrol,2
1/07/2015,TIPPER,Petrol,5
1/07/2015,TOW TRUCK,Diesel,3
1/07/2015,TOW TRUCK,Diesel,5
1/07/2015,TOW TRUCK,LPG,1
1/07/2015,TRACTOR (HEAVY),Diesel,1
1/07/2015,TRACTOR (HEAVY),Diesel,14
1/07/2015,TRACTOR (HEAVY),Diesel,5
1/07/2015,TRAILED MOBILE HOME,,1
1/07/2015,VAN,CNG,4
1/07/2015,VAN,Diesel,1
1/07/2015,VAN,Diesel,1094
1/07/2015,VAN,Diesel,11
1/07/2015,VAN,Diesel,1157
1/07/2015,VAN,Diesel,2
1/07/2015,VAN,Diesel,20
1/07/2015,VAN,Diesel Or Lpg Option,2
1/07/2015,VAN,LPG,1
1/07/2015,VAN,LPG,10
1/07/2015,VAN,Petrol,1
1/07/2015,VAN,Petrol,12
1/07/2015,VAN,Petrol,1702
1/07/2015,VAN,Petrol,2
1/07/2015,VAN,Petrol,7
1/07/2015,VAN,Petrol,855
1/07/2015,VAN,Petrol,9
1/07/2015,VAN,Petrol Or Cng Option,1
1/07/2015,VAN,Petrol Or Cng Option,2
1/07/2015,VAN,Petrol Or Lpg Option,144
1/07/2015,VAN,Petrol Or Lpg Option,38
1/07/2015,ZZ - OTHER BODY TYPE,,1
1/07/2015,ZZ - OTHER BODY TYPE,Diesel,1
1/08/2015,AMBULANCE,Diesel,1
1/08/2015,AMBULANCE,Diesel,2
1/08/2015,AMBULANCE,Diesel,37
1/08/2015,AMBULANCE,Petrol,1
1/08/2015,ARMOURED VEHICLE,Diesel,1
1/08/2015,ARMOURED VEHICLE,Diesel,4
1/08/2015,ARMOURED VEHICLE,Diesel,8
1/08/2015,ARTICULATED BUS,Diesel,35
1/08/2015,BACKHOE,Diesel,15
1/08/2015,BACKHOE,Diesel,3
1/08/2015,BACKHOE,Diesel,6
1/08/2015,BIKE TRAILER,,11
1/08/2015,BIKE TRAILER,,306
1/08/2015,BIN CARRIER,,5
1/08/2015,BIN CARRIER,Diesel,1
1/08/2015,BIN CARRIER,Diesel,2
1/08/2015,BIN CARRIER,Diesel,42
1/08/2015,BIN CARRIER,Diesel,5
1/08/2015,BOAT TRAILER,,178
1/08/2015,BOAT TRAILER,,5039
1/08/2015,BONNET PRIME MOVER,Diesel,21
1/08/2015,BONNET PRIME MOVER,Diesel,57
1/08/2015,CAB OVER PRIME MOVER,Diesel,15
1/08/2015,CAB OVER PRIME MOVER,Diesel,53
1/08/2015,CAMPER,Diesel,1
1/08/2015,CAMPER,Diesel,21
1/08/2015,CAMPER,Diesel,218
1/08/2015,CAMPER,Diesel,3
1/08/2015,CAMPER,Diesel Or Lpg Option,1
1/08/2015,CAMPER,LPG,2
1/08/2015,CAMPER,Petrol,1
1/08/2015,CAMPER,Petrol,136
1/08/2015,CAMPER,Petrol,3
1/08/2015,CAMPER,Petrol,8
1/08/2015,CAMPER,Petrol Or Lpg Option,8
1/08/2015,CAMPER TRAILER,,10
1/08/2015,CAMPER TRAILER,,1308
1/08/2015,CAR CARRIER,,1
1/08/2015,CAR CARRIER,,11
1/08/2015,CAR CARRIER,Diesel,1
1/08/2015,CAR TRAILER,,660
1/08/2015,CAR TRAILER,,85
1/08/2015,CARAVAN,,139
1/08/2015,CARAVAN,,2499
1/08/2015,CONCRETE BLENDER,Diesel,1
1/08/2015,CONCRETE BLENDER,Diesel,11
1/08/2015,CONCRETE BLENDER,Diesel,60
1/08/2015,CONCRETE BLENDER,Petrol,1
1/08/2015,CONCRETE PUMPER,Diesel,2
1/08/2015,CONCRETE PUMPER,Diesel,7
1/08/2015,CONVERTIBLE,Diesel,10
1/08/2015,CONVERTIBLE,Diesel,85
1/08/2015,CONVERTIBLE,LPG,1
1/08/2015,CONVERTIBLE,Petrol,1
1/08/2015,CONVERTIBLE,Petrol,116
1/08/2015,CONVERTIBLE,Petrol,1694
1/08/2015,CONVERTIBLE,Petrol,195
1/08/2015,CONVERTIBLE,Petrol,29
1/08/2015,CONVERTIBLE,Petrol,5
1/08/2015,CURTAIN SIDE VAN,,10
1/08/2015,CURTAIN SIDE VAN,,40
1/08/2015,CURTAIN SIDE VAN,CNG,2
1/08/2015,CURTAIN SIDE VAN,Diesel,1
1/08/2015,CURTAIN SIDE VAN,Diesel,2
1/08/2015,CURTAIN SIDE VAN,Diesel,3
1/08/2015,CURTAIN SIDE VAN,Diesel,50
1/08/2015,CURTAIN SIDE VAN,Diesel,6
1/08/2015,DOLLY,,1
1/08/2015,DUMP TRUCK,Diesel,2
1/08/2015,ENCLOSED TRAILER,,2
1/08/2015,EQUIPMENT TRAILER,,126
1/08/2015,EQUIPMENT TRAILER,,130
1/08/2015,FIRE TRUCK,Diesel,1
1/08/2015,FIRE TRUCK,Diesel,2
1/08/2015,FIRE TRUCK,Diesel,26
1/08/2015,FIRE TRUCK,Diesel,39
1/08/2015,FIRE TRUCK,Diesel,4
1/08/2015,FIRE TRUCK,Petrol,1
1/08/2015,FLAT TOP,,105
1/08/2015,FLAT TOP,,39
1/08/2015,FLAT TOP,Diesel,1
1/08/2015,FLAT TOP,Diesel,18
1/08/2015,FLAT TOP,Diesel,2
1/08/2015,FLAT TOP,Diesel,308
1/08/2015,FLAT TOP,Diesel,85
1/08/2015,FLAT TOP,Diesel,9
1/08/2015,FLAT TOP,Petrol,1
1/08/2015,FLAT TOP,Petrol,2
1/08/2015,FORK LIFT (HEAVY),Diesel,1
1/08/2015,FORK LIFT (HEAVY),Diesel,12
1/08/2015,FORK LIFT (HEAVY),Diesel,5
1/08/2015,FORK LIFT (HEAVY),Electric,1
1/08/2015,FORK LIFT (HEAVY),Electric,4
1/08/2015,FORK LIFT (HEAVY),LPG,2
1/08/2015,FORK LIFT (HEAVY),Petrol,1
1/08/2015,FORK LIFT (HEAVY),Petrol Or Lpg Option,1
1/08/2015,FORK LIFT (HEAVY),Petrol Or Lpg Option,6
1/08/2015,FORK LIFT (LIGHT),Diesel,1
1/08/2015,FORK LIFT (LIGHT),Diesel,12
1/08/2015,FORK LIFT (LIGHT),Electric,5
1/08/2015,FORK LIFT (LIGHT),LPG,18
1/08/2015,FORK LIFT (LIGHT),Petrol,1
1/08/2015,FORK LIFT (LIGHT),Petrol,3
1/08/2015,FORK LIFT (LIGHT),Petrol Or Lpg Option,18
1/08/2015,FRONT END LOADER,Diesel,3
1/08/2015,FRONT END LOADER,Diesel,6
1/08/2015,GARBAGE COMPACTOR,Diesel,4
1/08/2015,GARBAGE COMPACTOR,Diesel,7
1/08/2015,GARBAGE COMPACTOR,Diesel,71
1/08/2015,GOODS TRAILER,,1993
1/08/2015,GOODS TRAILER,,25868
1/08/2015,GRADER,Diesel,2
1/08/2015,GRADER,Diesel,4
1/08/2015,HORSE FLOAT,,10
1/08/2015,HORSE FLOAT,,419
1/08/2015,JINKER,,1
1/08/2015,LIGHT BUS,Diesel,1
1/08/2015,LIGHT BUS,Diesel,11
1/08/2015,LIGHT BUS,Diesel,112
1/08/2015,LIGHT BUS,Diesel,2
1/08/2015,LIGHT BUS,Diesel,50
1/08/2015,LIGHT BUS,Diesel,7
1/08/2015,LIGHT BUS,LPG,1
1/08/2015,LIGHT BUS,Petrol,1
1/08/2015,LIGHT BUS,Petrol,2
1/08/2015,LIGHT BUS,Petrol,3
1/08/2015,LIGHT BUS,Petrol,38
1/08/2015,LIGHT BUS,Petrol,5
1/08/2015,LIGHT BUS,Petrol,6
1/08/2015,LIGHT BUS,Petrol,76
1/08/2015,LIGHT BUS,Petrol Or Lpg Option,1
1/08/2015,LIGHT BUS,Petrol Or Lpg Option,3
1/08/2015,LIGHT BUS,Petrol Or Lpg Option,6
1/08/2015,LIGHT SEMITRAILER,,1
1/08/2015,LIGHT TRACTOR,Diesel,19
1/08/2015,LIGHT TRACTOR,Diesel,3
1/08/2015,LIGHT TRACTOR,Petrol,2
1/08/2015,LIGHT TRACTOR,Petrol,4
1/08/2015,LIGHT TRUCK,CNG,1
1/08/2015,LIGHT TRUCK,Diesel,2
1/08/2015,LIGHT TRUCK,Diesel,3
1/08/2015,LIGHT TRUCK,Diesel,3545
1/08/2015,LIGHT TRUCK,Diesel,5
1/08/2015,LIGHT TRUCK,Diesel,6
1/08/2015,LIGHT TRUCK,Diesel,8
1/08/2015,LIGHT TRUCK,Diesel,9
1/08/2015,LIGHT TRUCK,Diesel,9250
1/08/2015,LIGHT TRUCK,Diesel Or Lpg Option,1
1/08/2015,LIGHT TRUCK,Diesel Or Lpg Option,13
1/08/2015,LIGHT TRUCK,Electric,27
1/08/2015,LIGHT TRUCK,Electric,4
1/08/2015,LIGHT TRUCK,LPG,1
1/08/2015,LIGHT TRUCK,LPG,109
1/08/2015,LIGHT TRUCK,LPG,378
1/08/2015,LIGHT TRUCK,Other,1
1/08/2015,LIGHT TRUCK,Petrol,1
1/08/2015,LIGHT TRUCK,Petrol,1948
1/08/2015,LIGHT TRUCK,Petrol,2
1/08/2015,LIGHT TRUCK,Petrol,27
1/08/2015,LIGHT TRUCK,Petrol,3
1/08/2015,LIGHT TRUCK,Petrol,7
1/08/2015,LIGHT TRUCK,Petrol,9290
1/08/2015,LIGHT TRUCK,Petrol Or Cng Option,2
1/08/2015,LIGHT TRUCK,Petrol Or Cng Option,3
1/08/2015,LIGHT TRUCK,Petrol Or Lpg Option,1
1/08/2015,LIGHT TRUCK,Petrol Or Lpg Option,429
1/08/2015,LIGHT TRUCK,Petrol Or Lpg Option,54
1/08/2015,MACHINERY TRUCK,Diesel,1
1/08/2015,MACHINERY TRUCK,Diesel,2
1/08/2015,MACHINERY TRUCK,Diesel,3
1/08/2015,MACHINERY TRUCK,Petrol,1
1/08/2015,MACHINERY TRUCK,Petrol,2
1/08/2015,MACHINERY/EQUIPMENT,,10
1/08/2015,MACHINERY/EQUIPMENT,,3
1/08/2015,MACHINERY/EQUIPMENT,Diesel,1
1/08/2015,MACHINERY/EQUIPMENT,Diesel,2
1/08/2015,MACHINERY/EQUIPMENT,Diesel,8
1/08/2015,MACHINERY/EQUIPMENT,Diesel,9
1/08/2015,MISCELLAN TRAILER,,327
1/08/2015,MISCELLAN TRAILER,,63
1/08/2015,MOBILE CRANE,Diesel,1
1/08/2015,MOBILE CRANE,Diesel,19
1/08/2015,MOBILE CRANE,Diesel,5
1/08/2015,MOBILE HOME,Diesel,1
1/08/2015,MOBILE HOME,Diesel,31
1/08/2015,MOBILE HOME,Petrol,1
1/08/2015,MOBILE HOME,Petrol Or Lpg Option,1
1/08/2015,MOBILE WORK TOWER,Diesel,5
1/08/2015,MOBILE WORK TOWER,Diesel,8
1/08/2015,MOTORBIKE,Diesel,1
1/08/2015,MOTORBIKE,Electric,7
1/08/2015,MOTORBIKE,Other,1
1/08/2015,MOTORBIKE,Petrol,11
1/08/2015,MOTORBIKE,Petrol,1144
1/08/2015,MOTORBIKE,Petrol,189
1/08/2015,MOTORBIKE,Petrol,252
1/08/2015,MOTORBIKE,Petrol,299
1/08/2015,MOTORBIKE,Petrol,35
1/08/2015,MOTORBIKE,Petrol,3660
1/08/2015,MOTORBIKE,Petrol,43
1/08/2015,MOTORBIKE,Petrol,5326
1/08/2015,MOTORBIKE,Petrol,64
1/08/2015,MOTORTRIKE,Petrol,1
1/08/2015,MOTORTRIKE,Petrol,2
1/08/2015,MOTORTRIKE,Petrol,7
