Date,Vehicle body type,Motive power,Count
1/01/2019,CARAVAN,,95
1/01/2019,CONCRETE BLENDER,Diesel,58
1/01/2019,CONCRETE BLENDER,Diesel,7
1/01/2019,CONCRETE BLENDER,Petrol,1
1/01/2019,CONCRETE PUMPER,Diesel,2
1/01/2019,CONCRETE PUMPER,Diesel,5
1/01/2019,CONCRETE PUMPER,Diesel,9
1/01/2019,CONVERTIBLE,Diesel,76
1/01/2019,CONVERTIBLE,Diesel,8
1/01/2019,CONVERTIBLE,Electric,1
1/01/2019,CONVERTIBLE,LPG,1
1/01/2019,CONVERTIBLE,Petrol,1
1/01/2019,CONVERTIBLE,Petrol,126
1/01/2019,CONVERTIBLE,Petrol,146
1/01/2019,CONVERTIBLE,Petrol,1918
1/01/2019,CONVERTIBLE,Petrol,29
1/01/2019,CONVERTIBLE,Petrol,6
1/01/2019,CONVERTIBLE,Petrol Or Lpg Option,1
1/01/2019,CURTAIN SIDE VAN,,10
1/01/2019,CURTAIN SIDE VAN,,39
1/01/2019,CURTAIN SIDE VAN,CNG,2
1/01/2019,CURTAIN SIDE VAN,Diesel,1
1/01/2019,CURTAIN SIDE VAN,Diesel,3
1/01/2019,CURTAIN SIDE VAN,Diesel,59
1/01/2019,CURTAIN SIDE VAN,Diesel,6
1/01/2019,DOLLY,,1
1/01/2019,ENCLOSED TRAILER,,1
1/01/2019,EQUIPMENT TRAILER,,151
1/01/2019,EQUIPMENT TRAILER,,172
1/01/2019,FIRE TRUCK,Diesel,19
1/01/2019,FIRE TRUCK,Diesel,2
1/01/2019,FIRE TRUCK,Diesel,4
1/01/2019,FIRE TRUCK,Diesel,43
1/01/2019,FIRE TRUCK,Diesel,5
1/01/2019,FIRE TRUCK,Petrol,2
1/01/2019,FLAT TOP,,129
1/01/2019,FLAT TOP,,33
1/01/2019,FLAT TOP,Diesel,1
1/01/2019,FLAT TOP,Diesel,13
1/01/2019,FLAT TOP,Diesel,339
1/01/2019,FLAT TOP,Diesel,68
1/01/2019,FLAT TOP,Diesel,8
1/01/2019,FLAT TOP,Petrol,1
1/01/2019,FLAT TOP,Petrol,3
1/01/2019,FORK LIFT (HEAVY),Diesel,13
1/01/2019,FORK LIFT (HEAVY),Diesel,2
1/01/2019,FORK LIFT (HEAVY),Diesel,4
1/01/2019,FORK LIFT (HEAVY),Electric,4
1/01/2019,FORK LIFT (HEAVY),LPG,5
1/01/2019,FORK LIFT (HEAVY),LPG,6
1/01/2019,FORK LIFT (HEAVY),Petrol,1
1/01/2019,FORK LIFT (HEAVY),Petrol Or Lpg Option,1
1/01/2019,FORK LIFT (HEAVY),Petrol Or Lpg Option,5
1/01/2019,FORK LIFT (LIGHT),Diesel,1
1/01/2019,FORK LIFT (LIGHT),Diesel,5
1/01/2019,FORK LIFT (LIGHT),Electric,5
1/01/2019,FORK LIFT (LIGHT),LPG,2
1/01/2019,FORK LIFT (LIGHT),LPG,25
1/01/2019,FORK LIFT (LIGHT),Petrol,1
1/01/2019,FORK LIFT (LIGHT),Petrol,4
1/01/2019,FORK LIFT (LIGHT),Petrol Or Lpg Option,16
1/01/2019,FRONT END LOADER,Diesel,5
1/01/2019,GARBAGE COMPACTOR,Diesel,2
1/01/2019,GARBAGE COMPACTOR,Diesel,3
1/01/2019,GARBAGE COMPACTOR,Diesel,82
1/01/2019,GOODS TRAILER,,2215
1/01/2019,GOODS TRAILER,,25525
1/01/2019,GRADER,Diesel,1
1/01/2019,GRADER,Diesel,2
1/01/2019,GRADER,Diesel,4
1/01/2019,HORSE FLOAT,,11
1/01/2019,HORSE FLOAT,,429
1/01/2019,JINKER,,1
1/01/2019,LIGHT BUS,Diesel,1
1/01/2019,LIGHT BUS,Diesel,10
1/01/2019,LIGHT BUS,Diesel,11
1/01/2019,LIGHT BUS,Diesel,125
1/01/2019,LIGHT BUS,Diesel,15
1/01/2019,LIGHT BUS,Diesel,2
1/01/2019,LIGHT BUS,Diesel,48
1/01/2019,LIGHT BUS,Hybrid,1
1/01/2019,LIGHT BUS,LPG,1
1/01/2019,LIGHT BUS,Petrol,1
1/01/2019,LIGHT BUS,Petrol,10
1/01/2019,LIGHT BUS,Petrol,3
1/01/2019,LIGHT BUS,Petrol,34
1/01/2019,LIGHT BUS,Petrol,4
1/01/2019,LIGHT BUS,Petrol,5
1/01/2019,LIGHT BUS,Petrol,7
1/01/2019,LIGHT BUS,Petrol,90
1/01/2019,LIGHT BUS,Petrol Or Lpg Option,5
1/01/2019,LIGHT BUS,Petrol Or Lpg Option,6
1/01/2019,LIGHT SEMITRAILER,,1
1/01/2019,LIGHT TRACTOR,Diesel,1
1/01/2019,LIGHT TRACTOR,Diesel,20
1/01/2019,LIGHT TRACTOR,Petrol,2
1/01/2019,LIGHT TRACTOR,Petrol,3
1/01/2019,LIGHT TRUCK,CNG,1
1/01/2019,LIGHT TRUCK,Diesel,1
1/01/2019,LIGHT TRUCK,Diesel,13453
1/01/2019,LIGHT TRUCK,Diesel,2
1/01/2019,LIGHT TRUCK,Diesel,4
1/01/2019,LIGHT TRUCK,Diesel,5
1/01/2019,LIGHT TRUCK,Diesel,5203
1/01/2019,LIGHT TRUCK,Diesel,6
1/01/2019,LIGHT TRUCK,Diesel Or Lpg Option,1
1/01/2019,LIGHT TRUCK,Diesel Or Lpg Option,8
1/01/2019,LIGHT TRUCK,Electric,22
1/01/2019,LIGHT TRUCK,Hybrid,2
1/01/2019,LIGHT TRUCK,LPG,1
1/01/2019,LIGHT TRUCK,LPG,332
1/01/2019,LIGHT TRUCK,LPG,67
1/01/2019,LIGHT TRUCK,Other,1
1/01/2019,LIGHT TRUCK,Petrol,1
1/01/2019,LIGHT TRUCK,Petrol,1627
1/01/2019,LIGHT TRUCK,Petrol,2
1/01/2019,LIGHT TRUCK,Petrol,3
1/01/2019,LIGHT TRUCK,Petrol,34
1/01/2019,LIGHT TRUCK,Petrol,8053
1/01/2019,LIGHT TRUCK,Petrol Or Cng Option,1
1/01/2019,LIGHT TRUCK,Petrol Or Lpg Option,1
1/01/2019,LIGHT TRUCK,Petrol Or Lpg Option,246
1/01/2019,LIGHT TRUCK,Petrol Or Lpg Option,34
1/01/2019,MACHINERY TRUCK,Diesel,1
1/01/2019,MACHINERY TRUCK,Diesel,2
1/01/2019,MACHINERY TRUCK,Diesel,5
1/01/2019,MACHINERY TRUCK,Diesel,6
1/01/2019,MACHINERY TRUCK,Petrol,1
1/01/2019,MACHINERY/EQUIPMENT,,10
1/01/2019,MACHINERY/EQUIPMENT,,3
1/01/2019,MACHINERY/EQUIPMENT,Diesel,1
1/01/2019,MACHINERY/EQUIPMENT,Diesel,12
1/01/2019,MACHINERY/EQUIPMENT,Diesel,2
1/01/2019,MACHINERY/EQUIPMENT,Diesel,9
1/01/2019,MISCELLAN TRAILER,,308
1/01/2019,MISCELLAN TRAILER,,69
1/01/2019,MOBILE CRANE,Diesel,1
1/01/2019,MOBILE CRANE,Diesel,22
1/01/2019,MOBILE CRANE,Diesel,5
1/01/2019,MOBILE CRANE,Diesel,7
1/01/2019,MOBILE HOME,Diesel,1
1/01/2019,MOBILE HOME,Diesel,2
1/01/2019,MOBILE HOME,Diesel,25
1/01/2019,MOBILE WORK TOWER,Diesel,13
1/01/2019,MOBILE WORK TOWER,Diesel,6
1/01/2019,MOTORBIKE,Diesel,1
1/01/2019,MOTORBIKE,Diesel,2
1/01/2019,MOTORBIKE,Electric,3
1/01/2019,MOTORBIKE,Electric,7
1/01/2019,MOTORBIKE,Other,1
1/01/2019,MOTORBIKE,Petrol,1348
1/01/2019,MOTORBIKE,Petrol,2
1/01/2019,MOTORBIKE,Petrol,208
1/01/2019,MOTORBIKE,Petrol,245
1/01/2019,MOTORBIKE,Petrol,256
1/01/2019,MOTORBIKE,Petrol,33
1/01/2019,MOTORBIKE,Petrol,3505
1/01/2019,MOTORBIKE,Petrol,36
1/01/2019,MOTORBIKE,Petrol,39
1/01/2019,MOTORBIKE,Petrol,66
1/01/2019,MOTORBIKE,Petrol,6616
1/01/2019,MOTORTRIKE,Petrol,1
1/01/2019,MOTORTRIKE,Petrol,11
1/01/2019,MOTORTRIKE,Petrol,4
1/01/2019,MOTORTRIKE,Petrol,5
1/01/2019,PANTECHNICON,,1
1/01/2019,PANTECHNICON,,18
1/01/2019,PANTECHNICON,CNG,1
1/01/2019,PANTECHNICON,Diesel,1
1/01/2019,PANTECHNICON,Diesel,179
1/01/2019,PANTECHNICON,Diesel,34
1/01/2019,PANTECHNICON,Diesel,5
1/01/2019,PANTECHNICON,Petrol,2
1/01/2019,PASSENGER VAN,Diesel,1
1/01/2019,PASSENGER VAN,Diesel,147
1/01/2019,PASSENGER VAN,Diesel,2
1/01/2019,PASSENGER VAN,Diesel,489
1/01/2019,PASSENGER VAN,Diesel Or Lpg Option,1
1/01/2019,PASSENGER VAN,Electric,1
1/01/2019,PASSENGER VAN,Hybrid,1
1/01/2019,PASSENGER VAN,LPG,1
1/01/2019,PASSENGER VAN,Petrol,1
1/01/2019,PASSENGER VAN,Petrol,1174
1/01/2019,PASSENGER VAN,Petrol,142
1/01/2019,PASSENGER VAN,Petrol,2
1/01/2019,PASSENGER VAN,Petrol,3
1/01/2019,PASSENGER VAN,Petrol,8
1/01/2019,PASSENGER VAN,Petrol Or Lpg Option,5
1/01/2019,PLANT,Diesel,184
1/01/2019,PLANT,Diesel,3
1/01/2019,PLANT,Electric,12
1/01/2019,PLANT,LPG,1
1/01/2019,PLANT,Petrol,2
1/01/2019,PLANT,Petrol,34
1/01/2019,PLANT,Petrol Or Lpg Option,8
1/01/2019,REFRIGERATED VAN,,8
1/01/2019,REFRIGERATED VAN,,9
1/01/2019,REFRIGERATED VAN,Diesel,1
1/01/2019,REFRIGERATED VAN,Diesel,2
1/01/2019,REFRIGERATED VAN,Diesel,28
1/01/2019,REFRIGERATED VAN,Diesel,8
1/01/2019,RIGID BUS,CNG,3
1/01/2019,RIGID BUS,CNG,67
1/01/2019,RIGID BUS,Diesel,1
1/01/2019,RIGID BUS,Diesel,11
1/01/2019,RIGID BUS,Diesel,12
1/01/2019,RIGID BUS,Diesel,440
1/01/2019,RIGID BUS,Diesel,5
1/01/2019,RIGID BUS,Diesel,6
1/01/2019,RIGID BUS,Diesel,83
1/01/2019,RIGID BUS,Electric,1
1/01/2019,RIGID BUS,Petrol,1
1/01/2019,RIGID BUS,Petrol,5
1/01/2019,SEDAN,Diesel,1
1/01/2019,SEDAN,Diesel,2
1/01/2019,SEDAN,Diesel,5
1/01/2019,SEDAN,Diesel,516
1/01/2019,SEDAN,Diesel,60
1/01/2019,SEDAN,Diesel,6086
1/01/2019,SEDAN,Electric,1
1/01/2019,SEDAN,Electric,127
1/01/2019,SEDAN,Electric,26
1/01/2019,SEDAN,Hybrid,1
1/01/2019,SEDAN,Hybrid,1579
1/01/2019,SEDAN,Hybrid,161
1/01/2019,SEDAN,Hybrid,169
1/01/2019,SEDAN,Hybrid,3
1/01/2019,SEDAN,Hybrid,379
1/01/2019,SEDAN,Hybrid,4
1/01/2019,SEDAN,Hybrid,46
1/01/2019,SEDAN,Hybrid,9
1/01/2019,SEDAN,LPG,1
1/01/2019,SEDAN,LPG,11
1/01/2019,SEDAN,LPG,2
1/01/2019,SEDAN,LPG,256
1/01/2019,SEDAN,LPG,26
1/01/2019,SEDAN,LPG,4
1/01/2019,SEDAN,Other,131
1/01/2019,SEDAN,Other,8
1/01/2019,SEDAN,Petrol,1
1/01/2019,SEDAN,Petrol,1028
1/01/2019,SEDAN,Petrol,11
1/01/2019,SEDAN,Petrol,141339
1/01/2019,SEDAN,Petrol,15
1/01/2019,SEDAN,Petrol,16
1/01/2019,SEDAN,Petrol,20
1/01/2019,SEDAN,Petrol,26
1/01/2019,SEDAN,Petrol,32
1/01/2019,SEDAN,Petrol,4
1/01/2019,SEDAN,Petrol,43
1/01/2019,SEDAN,Petrol,5
1/01/2019,SEDAN,Petrol,56
1/01/2019,SEDAN,Petrol,585
1/01/2019,SEDAN,Petrol,615
1/01/2019,SEDAN,Petrol,7827
1/01/2019,SEDAN,Petrol,9
1/01/2019,SEDAN,Petrol Or Lpg Option,1
1/01/2019,SEDAN,Petrol Or Lpg Option,2
1/01/2019,SEDAN,Petrol Or Lpg Option,31
1/01/2019,SEDAN,Petrol Or Lpg Option,4
1/01/2019,SEDAN,Petrol Or Lpg Option,419
1/01/2019,SEDAN,Plug-in Hybrid Electric,4
1/01/2019,SKEL,Diesel,1
1/01/2019,SKEL TRAILER,,10
1/01/2019,SKEL TRAILER,,3
1/01/2019,SKID STEER,Diesel,1
1/01/2019,STATION WAGON,Diesel,1
1/01/2019,STATION WAGON,Diesel,19548
1/01/2019,STATION WAGON,Diesel,2
1/01/2019,STATION WAGON,Diesel,2714
1/01/2019,STATION WAGON,Diesel,4
1/01/2019,STATION WAGON,Diesel,7
1/01/2019,STATION WAGON,Diesel,72
1/01/2019,STATION WAGON,Diesel,9
1/01/2019,STATION WAGON,Diesel Or Lpg Option,5
1/01/2019,STATION WAGON,Electric,1
1/01/2019,STATION WAGON,Electric,4
1/01/2019,STATION WAGON,Hybrid,1
1/01/2019,STATION WAGON,Hybrid,263
1/01/2019,STATION WAGON,Hybrid,56
1/01/2019,STATION WAGON,Hybrid,7
1/01/2019,STATION WAGON,Hybrid,9
1/01/2019,STATION WAGON,LPG,10
1/01/2019,STATION WAGON,LPG,188
1/01/2019,STATION WAGON,LPG,2
1/01/2019,STATION WAGON,Other,6
1/01/2019,STATION WAGON,Petrol,1
1/01/2019,STATION WAGON,Petrol,17
1/01/2019,STATION WAGON,Petrol,178
1/01/2019,STATION WAGON,Petrol,18
1/01/2019,STATION WAGON,Petrol,2
1/01/2019,STATION WAGON,Petrol,277
1/01/2019,STATION WAGON,Petrol,29
1/01/2019,STATION WAGON,Petrol,3
1/01/2019,STATION WAGON,Petrol,4
1/01/2019,STATION WAGON,Petrol,4438
1/01/2019,STATION WAGON,Petrol,55144
1/01/2019,STATION WAGON,Petrol,6
1/01/2019,STATION WAGON,Petrol,61
1/01/2019,STATION WAGON,Petrol,7
1/01/2019,STATION WAGON,Petrol Or Lpg Option,1
1/01/2019,STATION WAGON,Petrol Or Lpg Option,21
1/01/2019,STATION WAGON,Petrol Or Lpg Option,409
1/01/2019,STATION WAGON,Plug-in Hybrid Electric,1
1/01/2019,STATION WAGON,Plug-in Hybrid Electric,18
1/01/2019,STATION WAGON,Plug-in Hybrid Electric,32
1/01/2019,STATION WAGON,Plug-in Hybrid Electric,7
1/01/2019,STATION WAGON,Solar,2
1/01/2019,STOCK CRATE,,1
1/01/2019,TANKER,,3
1/01/2019,TANKER,Diesel,1
1/01/2019,TANKER,Diesel,3
1/01/2019,TANKER,Diesel,51
1/01/2019,TANKER,Diesel,7
1/01/2019,TANKER,LPG,1
1/01/2019,TANKER,Petrol,1
1/01/2019,TIPPER,,109
1/01/2019,TIPPER,,52
1/01/2019,TIPPER,Diesel,1
1/01/2019,TIPPER,Diesel,12
1/01/2019,TIPPER,Diesel,13
1/01/2019,TIPPER,Diesel,169
1/01/2019,TIPPER,Diesel,356
1/01/2019,TIPPER,Petrol,2
1/01/2019,TIPPER,Petrol,7
1/01/2019,TOW TRUCK,Diesel,1
1/01/2019,TOW TRUCK,Diesel,2
1/01/2019,TOW TRUCK,LPG,1
1/01/2019,TRACTOR (HEAVY),Diesel,1
1/01/2019,TRACTOR (HEAVY),Diesel,10
1/01/2019,TRACTOR (HEAVY),Diesel,14
1/01/2019,TRAILED MOBILE HOME,,1
1/01/2019,VAN,Diesel,1
1/01/2019,VAN,Diesel,11
1/01/2019,VAN,Diesel,1381
1/01/2019,VAN,Diesel,1556
1/01/2019,VAN,Diesel,2
1/01/2019,VAN,Diesel,4
1/01/2019,VAN,Diesel,8
1/01/2019,VAN,Diesel Or Lpg Option,1
1/01/2019,VAN,LPG,1
1/01/2019,VAN,LPG,8
1/01/2019,VAN,Petrol,1
1/01/2019,VAN,Petrol,10
1/01/2019,VAN,Petrol,1416
1/01/2019,VAN,Petrol,4
1/01/2019,VAN,Petrol,772
1/01/2019,VAN,Petrol Or Lpg Option,28
1/01/2019,VAN,Petrol Or Lpg Option,85
1/01/2019,ZZ - OTHER BODY TYPE,,1
1/02/2019,AMBULANCE,Diesel,1
1/02/2019,AMBULANCE,Diesel,2
1/02/2019,AMBULANCE,Diesel,30
1/02/2019,AMBULANCE,Petrol,1
1/02/2019,ARMOURED VEHICLE,Diesel,1
1/02/2019,ARMOURED VEHICLE,Diesel,5
1/02/2019,ARMOURED VEHICLE,Petrol,1
1/02/2019,ARTICULATED BUS,Diesel,45
1/02/2019,BACKHOE,Diesel,1
1/02/2019,BACKHOE,Diesel,15
1/02/2019,BACKHOE,Diesel,5
1/02/2019,BIKE TRAILER,,17
1/02/2019,BIKE TRAILER,,284
1/02/2019,BIN CARRIER,,4
1/02/2019,BIN CARRIER,Diesel,1
1/02/2019,BIN CARRIER,Diesel,11
1/02/2019,BIN CARRIER,Diesel,2
1/02/2019,BIN CARRIER,Diesel,38
1/02/2019,BOAT TRAILER,,177
1/02/2019,BOAT TRAILER,,4866
1/02/2019,BONNET PRIME MOVER,Diesel,17
1/02/2019,BONNET PRIME MOVER,Diesel,71
1/02/2019,CAB OVER PRIME MOVER,Diesel,19
1/02/2019,CAB OVER PRIME MOVER,Diesel,68
1/02/2019,CAMPER,Diesel,1
1/02/2019,CAMPER,Diesel,11
1/02/2019,CAMPER,Diesel,272
1/02/2019,CAMPER,Diesel,4
1/02/2019,CAMPER,LPG,1
1/02/2019,CAMPER,Petrol,1
1/02/2019,CAMPER,Petrol,136
1/02/2019,CAMPER,Petrol,3
1/02/2019,CAMPER,Petrol Or Lpg Option,12
1/02/2019,CAMPER TRAILER,,10
1/02/2019,CAMPER TRAILER,,1869
1/02/2019,CAR CARRIER,,9
1/02/2019,CAR CARRIER,Diesel,2
1/02/2019,CAR TRAILER,,108
1/02/2019,CAR TRAILER,,684
1/02/2019,CARAVAN,,2968
1/02/2019,CARAVAN,,91
1/02/2019,CONCRETE BLENDER,Diesel,58
1/02/2019,CONCRETE BLENDER,Diesel,7
1/02/2019,CONCRETE BLENDER,Petrol,1
1/02/2019,CONCRETE PUMPER,Diesel,2
1/02/2019,CONCRETE PUMPER,Diesel,5
1/02/2019,CONCRETE PUMPER,Diesel,9
1/02/2019,CONVERTIBLE,Diesel,78
1/02/2019,CONVERTIBLE,Diesel,8
1/02/2019,CONVERTIBLE,Electric,1
1/02/2019,CONVERTIBLE,LPG,3
1/02/2019,CONVERTIBLE,Petrol,1
1/02/2019,CONVERTIBLE,Petrol,126
1/02/2019,CONVERTIBLE,Petrol,145
1/02/2019,CONVERTIBLE,Petrol,1944
1/02/2019,CONVERTIBLE,Petrol,28
1/02/2019,CONVERTIBLE,Petrol,7
1/02/2019,CONVERTIBLE,Petrol Or Lpg Option,1
1/02/2019,CURTAIN SIDE VAN,,10
1/02/2019,CURTAIN SIDE VAN,,37
1/02/2019,CURTAIN SIDE VAN,CNG,2
1/02/2019,CURTAIN SIDE VAN,Diesel,1
1/02/2019,CURTAIN SIDE VAN,Diesel,2
1/02/2019,CURTAIN SIDE VAN,Diesel,58
1/02/2019,CURTAIN SIDE VAN,Diesel,6
1/02/2019,DOLLY,,1
1/02/2019,ENCLOSED TRAILER,,1
1/02/2019,EQUIPMENT TRAILER,,149
1/02/2019,EQUIPMENT TRAILER,,172
1/02/2019,FIRE TRUCK,Diesel,19
1/02/2019,FIRE TRUCK,Diesel,2
1/02/2019,FIRE TRUCK,Diesel,4
1/02/2019,FIRE TRUCK,Diesel,43
1/02/2019,FIRE TRUCK,Diesel,5
1/02/2019,FIRE TRUCK,Petrol,2
1/02/2019,FLAT TOP,,130
1/02/2019,FLAT TOP,,31
1/02/2019,FLAT TOP,Diesel,1
1/02/2019,FLAT TOP,Diesel,13
1/02/2019,FLAT TOP,Diesel,338
1/02/2019,FLAT TOP,Diesel,66
1/02/2019,FLAT TOP,Diesel,8
1/02/2019,FLAT TOP,Petrol,1
1/02/2019,FLAT TOP,Petrol,3
1/02/2019,FORK LIFT (HEAVY),Diesel,13
1/02/2019,FORK LIFT (HEAVY),Diesel,2
1/02/2019,FORK LIFT (HEAVY),Diesel,4
1/02/2019,FORK LIFT (HEAVY),Electric,5
1/02/2019,FORK LIFT (HEAVY),LPG,5
1/02/2019,FORK LIFT (HEAVY),LPG,6
1/02/2019,FORK LIFT (HEAVY),Petrol Or Lpg Option,1
1/02/2019,FORK LIFT (HEAVY),Petrol Or Lpg Option,5
1/02/2019,FORK LIFT (LIGHT),Diesel,1
1/02/2019,FORK LIFT (LIGHT),Diesel,5
1/02/2019,FORK LIFT (LIGHT),Electric,5
1/02/2019,FORK LIFT (LIGHT),LPG,2
1/02/2019,FORK LIFT (LIGHT),LPG,25
1/02/2019,FORK LIFT (LIGHT),Petrol,1
1/02/2019,FORK LIFT (LIGHT),Petrol,4
1/02/2019,FORK LIFT (LIGHT),Petrol Or Lpg Option,15
1/02/2019,FRONT END LOADER,Diesel,5
1/02/2019,GARBAGE COMPACTOR,Diesel,2
1/02/2019,GARBAGE COMPACTOR,Diesel,3
1/02/2019,GARBAGE COMPACTOR,Diesel,82
1/02/2019,GOODS TRAILER,,2212
1/02/2019,GOODS TRAILER,,25515
1/02/2019,GRADER,Diesel,1
1/02/2019,GRADER,Diesel,2
1/02/2019,GRADER,Diesel,4
1/02/2019,HORSE FLOAT,,12
1/02/2019,HORSE FLOAT,,430
1/02/2019,JINKER,,1
1/02/2019,LIGHT BUS,Diesel,1
1/02/2019,LIGHT BUS,Diesel,10
1/02/2019,LIGHT BUS,Diesel,12
1/02/2019,LIGHT BUS,Diesel,122
1/02/2019,LIGHT BUS,Diesel,14
1/02/2019,LIGHT BUS,Diesel,2
1/02/2019,LIGHT BUS,Diesel,3
1/02/2019,LIGHT BUS,Diesel,49
1/02/2019,LIGHT BUS,Hybrid,1
1/02/2019,LIGHT BUS,LPG,1
1/02/2019,LIGHT BUS,Petrol,1
1/02/2019,LIGHT BUS,Petrol,10
1/02/2019,LIGHT BUS,Petrol,3
1/02/2019,LIGHT BUS,Petrol,34
1/02/2019,LIGHT BUS,Petrol,4
1/02/2019,LIGHT BUS,Petrol,6
1/02/2019,LIGHT BUS,Petrol,7
1/02/2019,LIGHT BUS,Petrol,90
1/02/2019,LIGHT BUS,Petrol Or Lpg Option,5
1/02/2019,LIGHT BUS,Petrol Or Lpg Option,6
1/02/2019,LIGHT SEMITRAILER,,1
1/02/2019,LIGHT TRACTOR,Diesel,2
1/02/2019,LIGHT TRACTOR,Diesel,20
1/02/2019,LIGHT TRACTOR,Petrol,2
1/02/2019,LIGHT TRACTOR,Petrol,3
1/02/2019,LIGHT TRUCK,CNG,1
1/02/2019,LIGHT TRUCK,Diesel,1
1/02/2019,LIGHT TRUCK,Diesel,13566
1/02/2019,LIGHT TRUCK,Diesel,2
1/02/2019,LIGHT TRUCK,Diesel,3
1/02/2019,LIGHT TRUCK,Diesel,4
1/02/2019,LIGHT TRUCK,Diesel,5212
1/02/2019,LIGHT TRUCK,Diesel,6
1/02/2019,LIGHT TRUCK,Diesel Or Lpg Option,1
1/02/2019,LIGHT TRUCK,Diesel Or Lpg Option,8
1/02/2019,LIGHT TRUCK,Electric,22
1/02/2019,LIGHT TRUCK,Hybrid,2
1/02/2019,LIGHT TRUCK,LPG,1
1/02/2019,LIGHT TRUCK,LPG,320
1/02/2019,LIGHT TRUCK,LPG,66
1/02/2019,LIGHT TRUCK,Other,1
1/02/2019,LIGHT TRUCK,Petrol,1
1/02/2019,LIGHT TRUCK,Petrol,1609
1/02/2019,LIGHT TRUCK,Petrol,2
1/02/2019,LIGHT TRUCK,Petrol,3
1/02/2019,LIGHT TRUCK,Petrol,36
1/02/2019,LIGHT TRUCK,Petrol,4
1/02/2019,LIGHT TRUCK,Petrol,7996
1/02/2019,LIGHT TRUCK,Petrol Or Cng Option,1
1/02/2019,LIGHT TRUCK,Petrol Or Lpg Option,1
1/02/2019,LIGHT TRUCK,Petrol Or Lpg Option,243
1/02/2019,LIGHT TRUCK,Petrol Or Lpg Option,30
1/02/2019,MACHINERY TRUCK,Diesel,1
1/02/2019,MACHINERY TRUCK,Diesel,2
1/02/2019,MACHINERY TRUCK,Diesel,5
1/02/2019,MACHINERY TRUCK,Diesel,6
1/02/2019,MACHINERY TRUCK,Petrol,1
1/02/2019,MACHINERY/EQUIPMENT,,10
1/02/2019,MACHINERY/EQUIPMENT,,3
1/02/2019,MACHINERY/EQUIPMENT,Diesel,1
1/02/2019,MACHINERY/EQUIPMENT,Diesel,13
1/02/2019,MACHINERY/EQUIPMENT,Diesel,2
1/02/2019,MACHINERY/EQUIPMENT,Diesel,7
1/02/2019,MISCELLAN TRAILER,,305
1/02/2019,MISCELLAN TRAILER,,70
1/02/2019,MOBILE CRANE,Diesel,1
1/02/2019,MOBILE CRANE,Diesel,23
1/02/2019,MOBILE CRANE,Diesel,5
1/02/2019,MOBILE CRANE,Diesel,7
1/02/2019,MOBILE HOME,Diesel,1
1/02/2019,MOBILE HOME,Diesel,26
1/02/2019,MOBILE HOME,Diesel,3
1/02/2019,MOBILE WORK TOWER,Diesel,13
1/02/2019,MOBILE WORK TOWER,Diesel,6
1/02/2019,MOTORBIKE,Diesel,1
1/02/2019,MOTORBIKE,Diesel,3
1/02/2019,MOTORBIKE,Electric,3
1/02/2019,MOTORBIKE,Electric,7
1/02/2019,MOTORBIKE,Other,1
1/02/2019,MOTORBIKE,Petrol,1400
1/02/2019,MOTORBIKE,Petrol,2
1/02/2019,MOTORBIKE,Petrol,213
1/02/2019,MOTORBIKE,Petrol,250
1/02/2019,MOTORBIKE,Petrol,266
1/02/2019,MOTORBIKE,Petrol,30
1/02/2019,MOTORBIKE,Petrol,3553
1/02/2019,MOTORBIKE,Petrol,36
1/02/2019,MOTORBIKE,Petrol,38
1/02/2019,MOTORBIKE,Petrol,66
1/02/2019,MOTORBIKE,Petrol,6737
1/02/2019,MOTORTRIKE,Petrol,1
1/02/2019,MOTORTRIKE,Petrol,12
1/02/2019,MOTORTRIKE,Petrol,3
1/02/2019,MOTORTRIKE,Petrol,5
1/02/2019,PANTECHNICON,,1
1/02/2019,PANTECHNICON,,19
1/02/2019,PANTECHNICON,CNG,1
1/02/2019,PANTECHNICON,Diesel,1
1/02/2019,PANTECHNICON,Diesel,183
1/02/2019,PANTECHNICON,Diesel,36
1/02/2019,PANTECHNICON,Diesel,4
1/02/2019,PANTECHNICON,Diesel,5
1/02/2019,PANTECHNICON,Petrol,2
1/02/2019,PASSENGER VAN,Diesel,1
1/02/2019,PASSENGER VAN,Diesel,145
1/02/2019,PASSENGER VAN,Diesel,2
1/02/2019,PASSENGER VAN,Diesel,496
1/02/2019,PASSENGER VAN,Diesel Or Lpg Option,1
1/02/2019,PASSENGER VAN,Electric,1
1/02/2019,PASSENGER VAN,Hybrid,1
1/02/2019,PASSENGER VAN,LPG,1
1/02/2019,PASSENGER VAN,Petrol,1
1/02/2019,PASSENGER VAN,Petrol,1161
1/02/2019,PASSENGER VAN,Petrol,142
1/02/2019,PASSENGER VAN,Petrol,2
1/02/2019,PASSENGER VAN,Petrol,3
1/02/2019,PASSENGER VAN,Petrol,8
1/02/2019,PASSENGER VAN,Petrol Or Lpg Option,6
1/02/2019,PLANT,Diesel,181
1/02/2019,PLANT,Diesel,3
1/02/2019,PLANT,Electric,12
1/02/2019,PLANT,LPG,1
1/02/2019,PLANT,Petrol,2
1/02/2019,PLANT,Petrol,34
1/02/2019,PLANT,Petrol Or Lpg Option,8
1/02/2019,REFRIGERATED VAN,,8
1/02/2019,REFRIGERATED VAN,,9
1/02/2019,REFRIGERATED VAN,Diesel,1
