Model Year,Division,Carline,Fuel Usage Desc - Conventional Fuel,Fuel Unit - Conventional Fuel,Fuel Unit Desc - Conventional Fuel,City FE (Guide) - Conventional Fuel,Hwy FE (Guide) - Conventional Fuel,Comb FE (Guide) - Conventional Fuel,City Unadj FE - Conventional Fuel,Hwy Unadj FE - Conventional Fuel,Comb Unadj FE - Conventional Fuel
2023,Mini,COOPER HARDTOP 4 DOOR,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,29,38,32,37.7728,56.2715,44.3308
2023,Mini,COOPER HARDTOP 4 DOOR,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,27,37,31,35.6267,54.8991,42.3106
2023,Mini,COOPER S HARDTOP 2 DOOR,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,28,38,31,36.2481,55.6999,43.0066
2023,Mini,COOPER S HARDTOP 2 DOOR,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,23,33,27,29.3548,48.3537,35.6599
2023,Mini,COOPER S HARDTOP 4 DOOR,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,28,38,31,36.2481,55.6999,43.0066
2023,Mini,COOPER S HARDTOP 4 DOOR,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,23,33,27,29.3548,48.3537,35.6599
2023,Mini,JOHN COOPER WORKS HARDTOP 2 DOOR,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,25,34,29,32.8215,49.6826,38.7375
2023,Mini,JOHN COOPER WORKS HARDTOP 2 DOOR,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,22,31,25,27.9586,44.9557,33.6907
2023,NISSAN,GT-R,Gasoline (Premium Unleaded Required),MPG,miles per gallon,16,22,18,20.2489,29.1,23.4599
2023,TOYOTA,GR COROLLA,Gasoline (Premium Unleaded Required),MPG,miles per gallon,21,28,24,26.8912,40.295,31.6251
2023,Acura,TLX AWD,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,21,29,24,26.6,41.8,31.8043
2023,Acura,TLX AWD A-SPEC,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,21,29,24,26.5,41.4,31.6213
2023,Acura,TLX FWD,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,22,31,25,28,44.1,33.5043
2023,Acura,TLX FWD A-SPEC,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,22,30,25,27.7,43,32.9808
2023,Acura,TLX Type-S,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,19,25,21,24.8,37.1,29.1487
2023,Acura,TLX Type-S Perf Tire,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,19,24,21,24,35.2,28.0106
2023,Audi,A4 quattro,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,24,33,28,30.9654,48.2734,36.9226
2023,Audi,A4 S-Line quattro,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,24,32,27,31.2409,45.2772,36.3057
2023,Audi,S4,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,21,30,24,26.6609,39.7856,31.3086
2023,BMW,228i Gran Coupe,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,24,34,28,31.3358,49.4781,37.528
2023,BMW,228i xDrive Gran Coupe,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,23,33,27,29.6036,47.5522,35.6606
2023,BMW,330i Sedan,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,25,34,29,32.8405,49.722,38.7628
2023,BMW,330i xDrive Sedan,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,24,33,27,30.7875,48.46,36.8319
2023,BMW,430i Gran Coupe,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,25,34,28,31.876,48.9726,37.8169
2023,BMW,430i xDrive Gran Coupe,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,23,33,27,29.7064,47.6215,35.7602
2023,BMW,M235i xDrive Gran Coupe,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,24,33,27,30.7798,47.4375,36.5563
2023,BMW,M3 Competition M xDrive Sedan,Gasoline (Premium Unleaded Required),MPG,miles per gallon,16,22,18,20.055,31.2954,23.9213
2023,BMW,M3 Competition Sedan,Gasoline (Premium Unleaded Required),MPG,miles per gallon,16,23,19,20.182,32.0616,24.2204
2023,BMW,M3 Sedan,Gasoline (Premium Unleaded Required),MPG,miles per gallon,16,23,19,19.8955,32.4972,24.1012
2023,BMW,M340i Sedan,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,23,31,26,29.2724,45,34.7354
2023,BMW,M340i xDrive Sedan,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,23,32,26,29.138,45.5617,34.7797
2023,BMW,M440i Gran Coupe,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,24,32,27,30.9466,46.4009,36.4025
2023,BMW,M440i xDrive Gran Coupe,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,22,31,25,28.2779,43.89,33.6669
2023,Cadillac,CT4,Gasoline (Premium Unleaded Required),MPG,miles per gallon,23,34,27,29.4,48.99,35.8512
2023,Cadillac,CT4,Gasoline (Premium Unleaded Required),MPG,miles per gallon,21,31,25,27.2,44.2,32.893
2023,Cadillac,CT4 AWD,Gasoline (Premium Unleaded Required),MPG,miles per gallon,22,31,26,28.5,44.4,33.975
2023,Cadillac,CT4 AWD,Gasoline (Premium Unleaded Required),MPG,miles per gallon,21,29,24,26.4,41.3,31.5167
2023,Cadillac,CT4 V,Gasoline (Premium Unleaded Required),MPG,miles per gallon,20,29,23,24.9,40.9,30.2199
2023,Cadillac,CT4 V,Gasoline (Premium Unleaded Required),MPG,miles per gallon,16,24,19,19.4,33.9,24.0241
2023,Cadillac,CT4 V,Gasoline (Premium Unleaded Required),MPG,miles per gallon,15,23,18,18.4,30.7,22.447
2023,Cadillac,CT4 V AWD,Gasoline (Premium Unleaded Required),MPG,miles per gallon,20,28,23,26,40.6,31.0197
2023,GENESIS,G70 AWD,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,20,28,23,25.1,39.3,29.9736
2023,GENESIS,G70 AWD,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,17,26,20,21.1738,32.5675,25.1301
2023,GENESIS,G70 RWD,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,21,31,25,26.9477,45.0455,32.8949
2023,GENESIS,G70 RWD,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,18,27,21,21.3151,33.9222,25.5958
2023,KIA,Rio,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,32,41,36,43.4723,60.4774,49.7697
2023,LEXUS,IS 300,Gasoline (Premium Unleaded Required),MPG,miles per gallon,21,31,25,27.1,44.7,32.9356
2023,LEXUS,IS 300 AWD,Gasoline (Premium Unleaded Required),MPG,miles per gallon,19,26,22,24.2,36.7,28.5805
2023,LEXUS,IS 350,Gasoline (Premium Unleaded Required),MPG,miles per gallon,20,28,23,25.3,39.6,30.209
2023,LEXUS,IS 350 AWD,Gasoline (Premium Unleaded Required),MPG,miles per gallon,19,26,22,24.2,36.7,28.5805
2023,LEXUS,IS 500,Gasoline (Premium Unleaded Required),MPG,miles per gallon,17,25,20,20.7,34.6,25.2679
2023,LEXUS,UX 250h,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,43,41,42,59.5,58.1496,58.8846
2023,LEXUS,UX 250h,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,43,41,42,59.5,58.1496,58.8846
2023,LEXUS,UX 250h AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,41,38,39,55.9496,54.8993,55.472
2023,LEXUS,UX 250h AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,41,38,39,55.9496,54.8993,55.472
2023,MAZDA,MAZDA3 4-Door 2WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,28,36,31,36.7,52.1,42.3305
2023,MAZDA,MAZDA3 4-Door 2WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,28,37,31,36.0222,53.9191,42.3474
2023,MAZDA,MAZDA3 4-Door 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,26,35,30,34.2,50.9,40.124
2023,MAZDA,MAZDA3 4-Door 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,23,32,27,29.8,46.8,35.623
2023,Mercedes-Benz,AMG CLA 35 4MATIC,Gasoline (Premium Unleaded Required),MPG,miles per gallon,21,29,24,26.2,41.3,31.3595
2023,Mercedes-Benz,AMG CLA 45 4MATIC,Gasoline (Premium Unleaded Required),MPG,miles per gallon,20,28,23,24.8,40.5,30.0404
2023,Mercedes-Benz,AMG GT 43 4MATIC+,Gasoline (Premium Unleaded Required),MPG,miles per gallon,19,24,21,24.0499,33.8,27.6375
2023,Mercedes-Benz,AMG GT 53 4MATIC+,Gasoline (Premium Unleaded Required),MPG,miles per gallon,19,24,21,24.0499,33.8,27.6375
2023,Mercedes-Benz,AMG GT 63 4MATIC+,Gasoline (Premium Unleaded Required),MPG,miles per gallon,15,21,17,18,28.6,21.603
2023,Mercedes-Benz,AMG GT 63 S 4MATIC+,Gasoline (Premium Unleaded Required),MPG,miles per gallon,15,21,17,18,28.6,21.603
2023,Mercedes-Benz,C 300,Gasoline (Premium Unleaded Required),MPG,miles per gallon,25,36,29,32.2499,51.8983,38.8725
2023,Mercedes-Benz,C 300 4MATIC,Gasoline (Premium Unleaded Required),MPG,miles per gallon,24,33,27,30.9493,48.2495,36.9037
2023,Mercedes-Benz,CLA 250,Gasoline (Premium Unleaded Required),MPG,miles per gallon,25,36,29,31.9,52.1,38.6419
2023,Mercedes-Benz,CLA 250 4MATIC,Gasoline (Premium Unleaded Required),MPG,miles per gallon,24,33,27,30.8,48.4,36.8261
2023,Mercedes-Benz,CLS 450 4MATIC,Gasoline (Premium Unleaded Required),MPG,miles per gallon,22,30,25,28,42.2,32.9964
2023,Mitsubishi Motors Corporation,MIRAGE,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,36,43,39,49.3651,65.1714,55.4129
2023,Mitsubishi Motors Corporation,MIRAGE,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,33,41,36,44.9092,60.8039,50.8963
2023,Mitsubishi Motors Corporation,MIRAGE G4,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,35,41,37,47.0504,61.6732,52.67
2023,Mitsubishi Motors Corporation,MIRAGE G4,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,33,40,35,44.4601,60.402,50.4522
2023,NISSAN,VERSA,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,32,40,35,42.2578,59.6888,48.6513
2023,NISSAN,VERSA,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,27,35,30,36.3,52.2,42.0659
2023,TOYOTA,COROLLA,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,31,40,34,40.9634,58.5582,47.368
2023,TOYOTA,COROLLA,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,32,41,35,43.5,62.6994,50.4521
2023,TOYOTA,COROLLA HATCHBACK,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,32,41,35,42.3137,60.8162,49.0256
2023,TOYOTA,COROLLA HATCHBACK XSE,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,30,38,33,39.5,56.5,45.6858
2023,TOYOTA,COROLLA HYBRID,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,50,43,47,70.8,64.2,67.6695
2023,TOYOTA,COROLLA HYBRID,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,53,46,50,77.1,72.2,74.8151
2023,TOYOTA,COROLLA HYBRID AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,47,41,44,65.5,61,63.3955
2023,TOYOTA,COROLLA HYBRID AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,51,44,48,72.7,67.2,70.1175
2023,Volkswagen,GLI,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,26,36,30,33.3,51,39.4632
2023,Volkswagen,GLI,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,26,37,30,31.1,49,37.2182
2023,Volkswagen,Golf-R,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,23,30,26,28.2,43,33.3682
2023,Volkswagen,Golf-R,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,20,28,23,23.9,38.8,28.893
2023,Volkswagen,GTI,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,24,34,28,31.1,48.4,37.0612
2023,Volkswagen,GTI,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,23,32,27,28.6,45.1,34.2365
2023,Volkswagen,Jetta,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,31,41,35,40.7,61.9,48.1155
2023,Volkswagen,Jetta,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,29,42,34,37.9,62.8,46.1308
2023,Volkswagen,Jetta Sport/SE/SEL,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,29,40,33,38.2935,59.8,45.6875
2023,"Volvo Cars of North America, LLC",S60 B5,Gasoline (Premium Unleaded Required),MPG,miles per gallon,26,35,30,33.9,51.2,39.9788
2023,"Volvo Cars of North America, LLC",S60 B5 AWD,Gasoline (Premium Unleaded Required),MPG,miles per gallon,25,33,28,31.9,47.8,37.5156
2023,ALFA ROMEO,Giulia,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,24,33,27,30.2997,47.1487,36.1059
2023,ALFA ROMEO,Giulia,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,17,25,20,21.8,35.8,26.4556
2023,ALFA ROMEO,Giulia AWD,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,23,31,26,28.7492,43.9,34.035
2023,Audi,A5 Sportback quattro,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,24,33,28,30.9654,48.2734,36.9226
2023,Audi,A5 Sportback S-Line quattro,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,24,32,27,31.2409,45.2772,36.3057
2023,Audi,A6 quattro,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,24,31,27,30,45.2,35.3493
2023,Audi,A6 quattro,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,21,30,24,27,42,32.1702
2023,Audi,A7,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,21,30,24,27,42,32.1702
2023,Audi,RS 7,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,14,21,17,18.4237,28.9915,22.0387
2023,Audi,RS5 Sportback,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,18,25,21,21.5497,34.7736,25.9988
2023,Audi,S5 Sportback,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,21,30,24,26.6609,39.7856,31.3086
2023,Audi,S6,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,19,26,22,24,36.9,28.4805
2023,Audi,S7,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,19,26,22,24,36.9,28.4805
2023,Bentley,Flying Spur,Gasoline (Premium Unleaded Required),MPG,miles per gallon,15,22,17,18.6,28.8,22.1264
2023,Bentley,Flying Spur,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,12,19,15,15,26.5,18.6401
2023,BMW,530i Sedan,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,25,33,28,32.1779,48.4765,37.9142
2023,BMW,530i xDrive Sedan,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,23,32,26,29.9395,45.4362,35.3677
2023,BMW,540i Sedan,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,25,32,27,31.8,45.7,36.8427
2023,BMW,540i xDrive Sedan,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,22,29,25,28.6,41.4,33.2222
2023,BMW,840i Gran Coupe,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,21,29,24,26.2872,40.7959,31.2957
2023,BMW,840i xDrive Gran Coupe,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,21,29,24,26.2538,40.8062,31.2724
2023,BMW,ALPINA B8 Gran Coupe,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,17,24,19,20.8215,33.217,25.0236
2023,BMW,M5 Competition Sedan,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,15,21,17,18.0229,29.5467,21.8594
2023,BMW,M5 Sedan,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,15,21,17,18.0229,29.5467,21.8594
2023,BMW,M550i xDrive Sedan,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,17,25,20,21,34.721,25.5422
2023,BMW,M8 Competition Gran Coupe,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,15,22,17,18.0803,29.9272,21.9991
2023,BMW,M850i xDrive Gran Coupe,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,17,24,19,20.8215,33.217,25.0236
2023,BMW,X2 M35i,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,24,31,27,30.5245,44.4629,35.5377
2023,BMW,X2 sDrive28i,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,24,32,27,30.5594,45.7238,35.9202
2023,BMW,X2 xDrive28i,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,24,31,27,30.5245,44.4629,35.5377
2023,Cadillac,CT5,Gasoline (Premium Unleaded Required),MPG,miles per gallon,23,33,27,29.3,47.9,35.5039
2023,Cadillac,CT5,Gasoline (Premium Unleaded Required),MPG,miles per gallon,19,27,22,23.9,38.3,28.7671
2023,Cadillac,CT5 AWD,Gasoline (Premium Unleaded Required),MPG,miles per gallon,22,30,25,27.4361,43.5892,32.927
2023,Cadillac,CT5 AWD,Gasoline (Premium Unleaded Required),MPG,miles per gallon,18,26,21,23.2,36.6,27.7763
2023,Cadillac,CT5 V,Gasoline (Premium Unleaded Required),MPG,miles per gallon,18,27,21,23.9,38.3,28.7671
2023,Cadillac,CT5 V,Gasoline (Premium Unleaded Required),MPG,miles per gallon,13,21,16,15.7,28.6,19.6982
2023,Cadillac,CT5 V,Gasoline (Premium Unleaded Required),MPG,miles per gallon,13,21,15,15.3,26.3,18.8473
2023,Chevrolet,MALIBU,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,27,35,30,35.8834,50.3074,41.199
2023,Dodge,Challenger,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,19,30,23,23.9,43.1,29.8923
2023,Dodge,Challenger,Gasoline (Mid Grade Unleaded Recommended),MPG,miles per gallon,16,25,19,19.8,35.1989,24.6535
2023,Dodge,Challenger,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,15,23,18,18.7,32.6,23.1399
2023,Dodge,Challenger,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,15,24,18,18.1912,34.2974,23.0654
2023,Dodge,Challenger,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,14,23,17,17.3,31.4,21.6811
2023,Dodge,Challenger AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,18,27,21,23,38.1,27.9923
2023,Dodge,Challenger SRT,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,13,22,16,16.1,28.8,20.0858
2023,Dodge,Challenger SRT Widebody,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,13,21,15,15.347,27.0819,19.0644
2023,Dodge,Challenger Widebody,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,15,24,18,18.1912,34.2974,23.0654
2023,Dodge,Challenger Widebody,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,14,23,17,17.3,31.4,21.6811
2023,Honda,ACCORD SPORT/TOURING,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,46,41,44,65.9,60.5,63.3553
2023,Honda,CIVIC 4Dr,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,33,42,36,44.0943,62.1,50.7109
2023,Honda,CIVIC 4Dr,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,31,38,34,41.2,56.5,46.9173
2023,Honda,CIVIC 4Dr,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,27,37,31,35.8,56.3,42.8155
2023,Honda,CIVIC 4Dr,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,30,37,33,40,55.1,45.6267
2023,HYUNDAI MOTOR COMPANY,Elantra,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,28,36,31,35.6,51.9,41.4594
2023,HYUNDAI MOTOR COMPANY,Elantra,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,33,42,37,44.02,63.3584,51.0288
2023,HYUNDAI MOTOR COMPANY,Elantra,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,30,40,34,38.3118,59.2671,45.5609
2023,HYUNDAI MOTOR COMPANY,Elantra Hybrid,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,49,52,50,68.3,67.4,67.892
2023,HYUNDAI MOTOR COMPANY,Elantra Hybrid Blue,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,53,56,54,72.8,72.3,72.5741
2023,HYUNDAI MOTOR COMPANY,Elantra N,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,20,30,23,23.6938,38.6752,28.6959
2023,HYUNDAI MOTOR COMPANY,Elantra N,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,22,31,25,26.4,42.1,31.7237
2023,HYUNDAI MOTOR COMPANY,Venue,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,29,33,31,37.7482,49.5554,42.2816
2023,INFINITI,Q50,Gasoline (Premium Unleaded Required),MPG,miles per gallon,20,29,23,26.0996,41.7998,31.4083
2023,INFINITI,Q50 AWD,Gasoline (Premium Unleaded Required),MPG,miles per gallon,19,27,22,24.2,38.4499,29.0438
2023,INFINITI,Q50 AWD RED SPORT,Gasoline (Premium Unleaded Required),MPG,miles per gallon,19,26,22,24.645,36.7494,28.9335
2023,INFINITI,Q50 RED SPORT,Gasoline (Premium Unleaded Required),MPG,miles per gallon,20,26,22,24.6996,37.0494,29.0584
2023,Jaguar,XF P250,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,25,33,28,32.2,48,37.799
2023,Jaguar,XF P250 AWD,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,23,32,26,29.6,46.2,35.3091
2023,Jaguar,XF P300 AWD,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,22,30,25,28.2,43.7,33.5559
2023,KIA,Forte,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,27,35,30,34.2,49.3,39.6673
2023,KIA,Forte,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,22,31,26,28.4996,44.7,34.0534
2023,KIA,Forte,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,28,39,32,37.2297,57.5754,44.2694
2023,KIA,Forte FE,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,30,41,34,39.9,61.6,47.4166
2023,KIA,Stinger AWD,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,21,29,24,25.4537,39.014,30.173
2023,KIA,Stinger AWD,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,17,24,20,20.9882,30.7697,24.4918
2023,KIA,Stinger RWD,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,22,32,25,27.6387,41.0734,32.409
2023,KIA,Stinger RWD,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,18,25,20,22.0791,32.3866,25.7698
2023,LEXUS,ES 250 AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,25,34,28,32.3,50.1,38.4469
2023,LEXUS,ES 300h,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,43,44,44,59.72,60.7324,60.1714
2023,LEXUS,ES 350,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,22,32,26,27.7974,46.3248,33.8983
2023,LEXUS,ES 350 F SPORT,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,22,31,25,27.5,44.8,33.2838
2023,LEXUS,LS 500,Gasoline (Premium Unleaded Required),MPG,miles per gallon,18,29,22,23.1006,41.0012,28.7487
2023,LEXUS,LS 500 AWD,Gasoline (Premium Unleaded Required),MPG,miles per gallon,17,27,21,22.1,39.3533,27.5317
2023,LEXUS,LS 500h AWD,Gasoline (Premium Unleaded Required),MPG,miles per gallon,22,29,25,29.2,39,32.9228
2023,MASERATI,GHIBLI GT,Gasoline (Premium Unleaded Required),MPG,miles per gallon,18,25,20,21.9264,35.1464,26.3939
2023,MASERATI,GHIBLI MODENA AWD,Gasoline (Premium Unleaded Required),MPG,miles per gallon,17,25,20,20.8462,32.3086,24.8066
2023,MASERATI,GHIBLI MODENA RWD,Gasoline (Premium Unleaded Required),MPG,miles per gallon,18,25,20,21.9264,35.1464,26.3939
2023,MASERATI,GHIBLI TROFEO,Gasoline (Premium Unleaded Required),MPG,miles per gallon,13,20,16,16.5647,27.3566,20.14
2023,MAZDA,MAZDA3 5-Door 2WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,27,35,30,35.5567,51.5491,41.3261
2023,MAZDA,MAZDA3 5-Door 2WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,26,36,30,34.1,53.4496,40.7362
2023,MAZDA,MAZDA3 5-Door 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,26,33,29,33.6,47.0966,38.5745
2023,MAZDA,MAZDA3 5-Door 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,23,31,26,30,45,35.2941
2023,Mercedes-Benz,AMG E 53 4MATIC+,Gasoline (Premium Unleaded Required),MPG,miles per gallon,21,29,24,27.2941,41.5913,32.2888
2023,Mercedes-Benz,AMG E 63 S 4MATIC+,Gasoline (Premium Unleaded Required),MPG,miles per gallon,16,24,19,19.8,33.2,24.1943
2023,Mercedes-Benz,E 350,Gasoline (Premium Unleaded Required),MPG,miles per gallon,23,31,26,29,44.7,34.444
2023,Mercedes-Benz,E 350 4MATIC,Gasoline (Premium Unleaded Required),MPG,miles per gallon,21,30,24,26.9,42.3,32.1705
2023,Mercedes-Benz,E 450 4MATIC,Gasoline (Premium Unleaded Required),MPG,miles per gallon,23,31,26,29.1,44.9406,34.5858
2023,Mini,COOPER COUNTRYMAN,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,26,32,28,33.3549,46.6815,38.2715
2023,Mini,COOPER COUNTRYMAN ALL4,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,23,31,26,29.796,44.5918,35.0258
2023,Mini,COOPER S CLUBMAN,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,25,35,29,32.7896,50.3127,38.8838
2023,Mini,COOPER S CLUBMAN,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,22,32,25,27.5458,45.5239,33.499
2023,Mini,COOPER S CLUBMAN ALL4,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,23,32,27,29.8093,46.2876,35.4957
2023,Mini,COOPER S COUNTRYMAN,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,24,33,28,31.4,47.2,36.9688
2023,Mini,COOPER S COUNTRYMAN ALL4,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,23,31,26,29,44.8,34.4707
2023,Mini,JCW COUNTRYMAN ALL4,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,24,30,26,30.2,43.3,34.9595
2023,Mini,JOHN COOPER WORKS CLUBMAN ALL4,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,23,31,26,29.7,44.3,34.8717
2023,NISSAN,ALTIMA,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,27,39,32,35.864,57.0644,43.0635
2023,NISSAN,ALTIMA AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,26,36,30,33.9163,52.0071,40.2106
