Model Year,Division,Carline,Fuel Usage Desc - Conventional Fuel,Fuel Unit - Conventional Fuel,Fuel Unit Desc - Conventional Fuel,City FE (Guide) - Conventional Fuel,Hwy FE (Guide) - Conventional Fuel,Comb FE (Guide) - Conventional Fuel,City Unadj FE - Conventional Fuel,Hwy Unadj FE - Conventional Fuel,Comb Unadj FE - Conventional Fuel
2023,NISSAN,ALTIMA SL/SR,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,27,37,31,35.5,55.1,42.2656
2023,NISSAN,ALTIMA SR,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,25,34,29,32.8988,49.0495,38.6215
2023,NISSAN,KICKS,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,31,36,33,41.2,52.6025,45.6533
2023,NISSAN,MAXIMA,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,20,30,24,27.2427,42.8936,32.5946
2023,Subaru,IMPREZA 4-Door,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,28,36,32,37.3987,53.3,43.1981
2023,Subaru,IMPREZA 4-Door,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,23,31,26,29.8,44.9,35.114
2023,Subaru,IMPREZA 4-Door SPORT,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,27,36,30,35.4,52.3,41.4234
2023,Subaru,WRX,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,19,25,21,23.3562,35.6358,27.6426
2023,Subaru,WRX,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,19,26,22,24.1162,37.2462,28.6631
2023,TOYOTA,CAMRY,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,22,33,26,28.6,47.8,34.9101
2023,TOYOTA,CAMRY AWD LE/SE,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,25,34,29,32.4294,50.1974,38.5735
2023,TOYOTA,CAMRY AWD XLE/XSE,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,25,34,28,32.3,50.1,38.4469
2023,TOYOTA,CAMRY HYBRID LE,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,51,53,52,71.6744,71.8871,71.77
2023,TOYOTA,CAMRY HYBRID SE/XLE/XSE,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,44,47,46,61.7,64.5,62.9293
2023,TOYOTA,CAMRY LE/SE,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,28,39,32,36.2805,56.9408,43.3602
2023,TOYOTA,CAMRY TRD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,22,31,25,27.7,44.5,33.369
2023,TOYOTA,CAMRY XLE/XSE,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,27,38,31,36.2805,56.9408,43.3602
2023,TOYOTA,CAMRY XSE,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,22,32,26,28.1199,46.1,34.1058
2023,TOYOTA,PRIUS,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,57,56,57,82.8,77.8,80.4727
2023,TOYOTA,PRIUS AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,53,54,54,77.9,74.6,76.3796
2023,TOYOTA,PRIUS AWD XLE/LTD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,49,50,49,71,69.3,70.2248
2023,TOYOTA,PRIUS XLE/LTD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,52,52,52,75.7,73.2,74.5542
2023,TOYOTA,TOYOTA CROWN AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,29,32,30,39.2,46.8,42.2905
2023,TOYOTA,TOYOTA CROWN AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,42,41,41,58.7617,58.0427,58.436
2023,"Volvo Cars of North America, LLC",S90 B6 AWD,Gasoline (Premium Unleaded Required),MPG,miles per gallon,23,32,26,29.5,45.4,35.019
2023,Acura,INTEGRA,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,30,37,33,39.4,54.8,45.1038
2023,Acura,INTEGRA A-SPEC,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,29,36,32,38.1938,52.7869,43.6203
2023,Acura,INTEGRA A-SPEC,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,26,36,30,35.4924,53.388,41.797
2023,Audi,A8L,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,19,28,22,23.7,39.8,28.9744
2023,Audi,S8,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,15,23,18,19.3,32.1972,23.5439
2023,BMW,740i Sedan,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,25,31,27,31.8072,43.8319,36.2869
2023,BMW,760i xDrive Sedan,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,18,26,21,22.5959,36.2993,27.22
2023,Chrysler,300,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,19,30,23,23.9,43.1,29.8923
2023,Chrysler,300,Gasoline (Mid Grade Unleaded Recommended),MPG,miles per gallon,16,25,19,19.8,35.1989,24.6535
2023,Chrysler,300,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,15,24,18,18.1912,34.2974,23.0654
2023,Chrysler,300 AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,18,27,21,23,38.1,27.9923
2023,Dodge,Charger,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,19,30,23,23.9,43.1,29.8923
2023,Dodge,Charger,Gasoline (Mid Grade Unleaded Recommended),MPG,miles per gallon,16,25,19,19.8,35.1989,24.6535
2023,Dodge,Charger,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,15,24,18,18.1912,34.2974,23.0654
2023,Dodge,Charger AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,18,27,21,23,38.1,27.9923
2023,Dodge,Charger SRT Widebody,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,12,21,15,15.1,28.4,19.1318
2023,Dodge,Charger Widebody,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,15,24,18,18.1912,34.2974,23.0654
2023,GENESIS,G80 AWD,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,22,30,25,27.736,42.7771,32.9495
2023,GENESIS,G80 AWD,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,16,25,19,19.7212,31.3187,23.6646
2023,GENESIS,G80 RWD,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,22,32,26,28.7462,46.0749,34.6025
2023,GENESIS,G90 AWD,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,18,26,21,22.6,36.1,27.1727
2023,GENESIS,G90 MHEV,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,17,24,20,22.7,35,26.9642
2023,Honda,ACCORD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,29,37,32,39.237,55.7106,45.2594
2023,Honda,ACCORD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,51,44,48,72.4,66.9,69.8171
2023,Honda,CIVIC 5Dr,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,31,39,35,42.1,58.5,48.1778
2023,Honda,CIVIC 5Dr,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,30,37,33,40.2,54.9,45.7074
2023,Honda,CIVIC 5Dr,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,28,37,31,36.2,54.9,42.7531
2023,Honda,CIVIC 5Dr,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,29,37,32,37.8,53.8,43.6403
2023,Honda,CIVIC 5Dr,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,26,36,29,33.9,52.5,40.3297
2023,Honda,CIVIC 5Dr,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,22,28,24,26.4491,40.199,31.2608
2023,HYUNDAI MOTOR COMPANY,Sonata,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,27,37,31,34.9769,53.6804,41.4807
2023,HYUNDAI MOTOR COMPANY,Sonata,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,23,33,27,28.9354,44.6338,34.3762
2023,HYUNDAI MOTOR COMPANY,Sonata,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,28,38,32,36.7,56.1,43.4636
2023,HYUNDAI MOTOR COMPANY,Sonata,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,27,37,31,35,54,41.5842
2023,HYUNDAI MOTOR COMPANY,Sonata Hybrid,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,45,51,47,58.5,67.3,62.1574
2023,HYUNDAI MOTOR COMPANY,Sonata Hybrid Blue,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,50,54,52,64.249,73.0889,67.9471
2023,KIA,K5,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,27,37,31,34.8175,54.3744,41.541
2023,KIA,K5,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,24,32,27,29.6835,46.0738,35.341
2023,KIA,K5 AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,25,33,28,32.7,48.2,38.2326
2023,MASERATI,QUATTROPORTE GT,Gasoline (Premium Unleaded Required),MPG,miles per gallon,16,25,19,20.2604,33.7603,24.7061
2023,MASERATI,QUATTROPORTE MODENA AWD,Gasoline (Premium Unleaded Required),MPG,miles per gallon,17,25,20,20.8462,32.3086,24.8066
2023,MASERATI,QUATTROPORTE MODENA RWD,Gasoline (Premium Unleaded Required),MPG,miles per gallon,16,25,19,20.2604,33.7603,24.7061
2023,MASERATI,QUATTROPORTE TROFEO,Gasoline (Premium Unleaded Required),MPG,miles per gallon,13,20,16,16.5647,27.3566,20.14
2023,Mercedes-Benz,S 500 4MATIC,Gasoline (Premium Unleaded Required),MPG,miles per gallon,20,28,23,24.6996,39.8469,29.7967
2023,Mercedes-Benz,S 580 4MATIC,Gasoline (Premium Unleaded Required),MPG,miles per gallon,16,25,19,20.4,34.8,25.0678
2023,Mercedes-Benz,S 580 4MATIC Maybach,Gasoline (Premium Unleaded Required),MPG,miles per gallon,15,25,18,18.3,34.5,23.2029
2023,Porsche,Panamera,Gasoline (Premium Unleaded Required),MPG,miles per gallon,18,24,20,23.8,35.2,27.8603
2023,Porsche,Panamera 4,Gasoline (Premium Unleaded Required),MPG,miles per gallon,18,24,20,23,34.6,27.0865
2023,Porsche,Panamera 4 Executive,Gasoline (Premium Unleaded Required),MPG,miles per gallon,17,23,19,22.4,33.8,26.4081
2023,Porsche,Panamera 4 ST,Gasoline (Premium Unleaded Required),MPG,miles per gallon,18,23,20,23,33.8,26.8625
2023,Porsche,Panamera 4S,Gasoline (Premium Unleaded Required),MPG,miles per gallon,18,24,20,23.1,34.8,27.2179
2023,Porsche,Panamera 4S Executive,Gasoline (Premium Unleaded Required),MPG,miles per gallon,17,23,19,22.2,32.3,25.8353
2023,Porsche,Panamera 4S ST,Gasoline (Premium Unleaded Required),MPG,miles per gallon,17,23,19,22.2,32.3,25.8353
2023,Porsche,Panamera GTS,Gasoline (Premium Unleaded Required),MPG,miles per gallon,15,21,17,19.8,30.1,23.4039
2023,Porsche,Panamera GTS ST,Gasoline (Premium Unleaded Required),MPG,miles per gallon,15,20,17,19.2,29.2,22.698
2023,Porsche,Panamera Turbo S,Gasoline (Premium Unleaded Required),MPG,miles per gallon,15,21,17,19,29.9,22.7285
2023,Rolls-Royce Motor Cars Limited,Ghost,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,12,19,14,14.4,25.5528,17.9195
2023,Rolls-Royce Motor Cars Limited,Ghost Black Badge,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,12,19,14,14.4,25.5528,17.9195
2023,Rolls-Royce Motor Cars Limited,Ghost Extended,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,12,19,14,14.4,25.5528,17.9195
2023,Rolls-Royce Motor Cars Limited,Phantom,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,12,18,14,14.2,24.7,17.5589
2023,Rolls-Royce Motor Cars Limited,Phantom Extended,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,12,18,14,14.2,24.7,17.5589
2023,Subaru,LEGACY,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,23,31,26,29.6664,44.8668,35.0028
2023,Subaru,LEGACY,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,27,35,30,34.9948,51.1893,40.8038
2023,Volkswagen,Arteon,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,25,33,28,30.6,46.9,36.273
2023,Volkswagen,Arteon 4Motion,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,22,31,25,28.4,43.2,33.5764
2023,Audi,A4 Allroad quattro,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,23,30,26,29.8,42.3991,34.4
2023,Honda,HR-V AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,25,30,27,32.3557,43.2328,36.4866
2023,Honda,HR-V FWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,26,32,28,34.1,45.8,38.5292
2023,KIA,Niro,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,53,45,49,68.2,62.5,65.5114
2023,KIA,Niro FE,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,53,54,53,70.4,66.7,68.6854
2023,KIA,Soul,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,28,33,30,35.9919,48.4813,40.7114
2023,KIA,Soul Eco dynamics,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,29,35,31,37.9,51.2,42.9167
2023,Lamborghini,Urus Performante,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,14,19,16,17.4,26,20.4428
2023,Mercedes-Benz,AMG GLA 35 4MATIC,Gasoline (Premium Unleaded Required),MPG,miles per gallon,22,29,25,27.9,41.9,32.8374
2023,Mercedes-Benz,AMG GLA 45 4MATIC,Gasoline (Premium Unleaded Required),MPG,miles per gallon,20,25,22,24.6,35.7,28.6019
2023,Subaru,IMPREZA 5-Door,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,28,36,31,36.7183,52.4592,42.4502
2023,Subaru,IMPREZA 5-Door,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,24,31,26,30.3,44.4,35.352
2023,Subaru,IMPREZA 5-Door SPORT,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,27,35,30,35.5,51.1,41.1536
2023,Subaru,IMPREZA 5-Door SPORT,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,22,30,25,28.6,42.9,33.6471
2023,"Volvo Cars of North America, LLC",V60CC B5 AWD,Gasoline (Premium Unleaded Required),MPG,miles per gallon,23,30,26,29.8,43.6,34.7494
2023,Audi,A6 Allroad,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,21,30,24,27,42,32.1702
2023,Audi,RS 6 Avant,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,14,21,17,18.4237,28.9915,22.0387
2023,Mercedes-Benz,AMG E 63 S 4MATIC+ (SW),Gasoline (Premium Unleaded Required),MPG,miles per gallon,16,24,19,20,33.2,24.358
2023,Mercedes-Benz,AMG GLB 35 4MATIC,Gasoline (Premium Unleaded Required),MPG,miles per gallon,21,27,23,26.3454,38.0934,30.5908
2023,Mercedes-Benz,E 450 4MATIC All-Terrain (wagon),Gasoline (Premium Unleaded Required),MPG,miles per gallon,21,28,24,26.2,40.4,31.1226
2023,NISSAN,MURANO AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,20,28,23,24.8559,40.0243,29.9664
2023,NISSAN,MURANO FWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,20,28,23,25.9405,41.3615,31.1701
2023,Rolls-Royce Motor Cars Limited,Cullinan,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,12,19,14,14.2555,26.183,17.9313
2023,Rolls-Royce Motor Cars Limited,Cullinan Black Badge,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,12,19,14,14.2555,26.183,17.9313
2023,"Volvo Cars of North America, LLC",V90CC B6 AWD,Gasoline (Premium Unleaded Required),MPG,miles per gallon,22,29,25,28.7,41.8,33.4121
2023,Ford,MAVERICK FWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,23,30,25,29,44.5,34.3904
2023,Ford,MAVERICK HEV FWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,40,33,37,56.1,50.6,53.4839
2023,TOYOTA,TACOMA 2WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,20,23,21,24.6,32.7,27.6861
2023,TOYOTA,TACOMA 2WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,19,24,21,23.5,33.1,27.0274
2023,Ford,MAVERICK AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,22,28,24,27.5,42,32.5581
2023,Ford,MAVERICK TREMOR AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,20,24,21,24.9,36.1,28.9404
2023,TOYOTA,TACOMA 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,19,22,20,23.3,31,26.2321
2023,TOYOTA,TACOMA 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,18,22,20,22.7063,31.2566,25.8937
2023,TOYOTA,TACOMA 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,17,21,18,21.3,28.5,24.0321
2023,TOYOTA,TACOMA 4WD D-CAB MT TRD-ORP/PRO,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,17,20,18,21.3263,27.7525,23.807
2023,Chevrolet,SILVERADO 2WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,19,21,20,23.3,34.6,27.3142
2023,Chevrolet,SILVERADO 2WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,19,22,20,23.3891,35.3116,27.5794
2023,Chevrolet,SILVERADO 2WD,"Diesel, ultra low sulfur (15 ppm, maximum)",MPG,miles per gallon,24,29,26,30.2487,45.5428,35.6336
2023,Chevrolet,SILVERADO 2WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,17,21,19,21.5682,33.2364,25.6148
2023,Chevrolet,SILVERADO 2WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,17,21,19,21.396,33.7207,25.6078
2023,Chevrolet,SILVERADO 2WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,16,20,18,20.5,31.9,24.4285
2023,Chevrolet,SILVERADO 2WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,16,20,18,20.5,32.3,24.5332
2023,Ford,F150 PICKUP 2WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,18,25,21,22.7475,34.7477,26.9331
2023,Ford,F150 PICKUP 2WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,20,26,22,24.6947,36.3953,28.8715
2023,Ford,F150 PICKUP 2WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,18,24,21,22.9,34,26.8436
2023,Ford,F150 PICKUP 2WD FFV,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,19,23,20,23.6,35.3,27.737
2023,Ford,F150 PICKUP 2WD FFV,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,19,24,21,24.43,35.4424,28.4011
2023,Ford,F150 PICKUP 2WD FFV,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,17,25,20,20.8497,34.8304,25.446
2023,Ford,F150 PICKUP 2WD FFV,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,17,24,19,20.556,33.2188,24.8122
2023,Ford,F150 PICKUP 2WD HEV,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,25,25,25,32.5,35.4,33.744
2023,Ford,RANGER 2WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,20,26,22,25,37.3,29.3562
2023,Ford,RANGER 2WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,21,26,23,26.7,38.1,30.8544
2023,GMC,SIERRA 2WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,19,21,20,23.3,34.6,27.3142
2023,GMC,SIERRA 2WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,19,22,20,23.3951,35.3599,27.5973
2023,GMC,SIERRA 2WD,"Diesel, ultra low sulfur (15 ppm, maximum)",MPG,miles per gallon,24,29,26,30.2487,45.5428,35.6336
2023,GMC,SIERRA 2WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,16,21,18,21.3307,32.0493,25.1097
2023,GMC,SIERRA 2WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,16,21,18,21.3,31.9004,25.0451
2023,GMC,SIERRA 2WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,16,20,18,20.5,31.9,24.4285
2023,GMC,SIERRA 2WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,16,20,18,20.5,32.3,24.5332
2023,NISSAN,FRONTIER 2WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,18,24,20,23,34.0761,26.9406
2023,NISSAN,TITAN 2WD,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,16,21,18,19.3,29.6,22.8832
2023,RAM,1500 4X2,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,20,25,22,24.8491,35.2975,28.6678
2023,RAM,1500 4X2,Gasoline (Mid Grade Unleaded Recommended),MPG,miles per gallon,18,23,20,22.7,33,26.4093
2023,RAM,1500 Classic 4X2,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,17,25,20,21.6,34.9,26.0709
2023,RAM,1500 Classic 4X2,Gasoline (Mid Grade Unleaded Recommended),MPG,miles per gallon,15,21,17,18.0096,29.5191,21.8419
2023,RAM,1500 HFE 4X2,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,20,26,23,25.7,37,29.7948
2023,TOYOTA,TUNDRA 2WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,18,23,20,22.7133,32.8514,26.3762
2023,TOYOTA,TUNDRA 2WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,18,24,20,22.593,33.0873,26.3544
2023,TOYOTA,TUNDRA 2WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,20,24,22,26.6122,33.6854,29.3891
2023,Chevrolet,SILVERADO 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,18,21,19,23.0649,34.071,26.988
2023,Chevrolet,SILVERADO 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,18,21,19,22.9425,33.7659,26.8096
2023,Chevrolet,SILVERADO 4WD,"Diesel, ultra low sulfur (15 ppm, maximum)",MPG,miles per gallon,22,27,24,28.9232,41.9162,33.6117
2023,Chevrolet,SILVERADO 4WD,"Diesel, ultra low sulfur (15 ppm, maximum)",MPG,miles per gallon,22,27,24,28.8,41.5,33.3995
2023,Chevrolet,SILVERADO 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,16,20,17,21.22,31.74,24.9397
2023,Chevrolet,SILVERADO 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,16,20,17,21.3,31.8,25.0172
2023,Chevrolet,SILVERADO 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,15,19,17,19.4,29.4,22.906
2023,Chevrolet,SILVERADO 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,15,19,17,19.1,28.7,22.4844
2023,Chevrolet,SILVERADO 4WD,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,16,20,17,19.5723,30.0251,23.2081
2023,Chevrolet,SILVERADO 4WD MUD TERRAIN TIRES,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,17,18,17,21.2,28.8,24.0567
2023,Chevrolet,SILVERADO 4WD MUD TERRAIN TIRES,"Diesel, ultra low sulfur (15 ppm, maximum)",MPG,miles per gallon,21,23,22,26.8,36,30.2825
2023,Chevrolet,SILVERADO 4WD MUD TERRAIN TIRES,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,15,18,16,19.4,27.1,22.2441
2023,Chevrolet,SILVERADO 4WD MUD TERRAIN TIRES,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,15,19,16,19.3,29.3,22.802
2023,Chevrolet,SILVERADO 4WD MUD TERRAIN TIRES,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,15,19,17,19.1,28.7,22.4844
2023,Chevrolet,SILVERADO 4WD MUD TERRAIN TIRES,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,14,18,16,18.7728,27.6838,21.9526
2023,Chevrolet,SILVERADO 4WD ZR2,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,14,17,15,17.3,24.7,19.9958
2023,Ford,F150 PICKUP 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,17,23,20,21.8064,32.3102,25.5431
2023,Ford,F150 PICKUP 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,18,24,20,23.1198,32.9513,26.7054
2023,Ford,F150 PICKUP 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,17,23,19,20.7246,31.6852,24.5455
2023,Ford,F150 PICKUP 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,18,23,20,21.8676,32.6565,25.6864
2023,Ford,F150 PICKUP 4WD FFV,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,19,22,20,23.4384,33.1808,27.0067
2023,Ford,F150 PICKUP 4WD FFV,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,16,22,18,19.7117,31.6824,23.7498
2023,Ford,F150 PICKUP 4WD FFV,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,17,22,19,21.066,30.9813,24.6103
2023,Ford,F150 PICKUP 4WD HEV,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,23,23,23,29.768,32.5693,30.9666
2023,Ford,F150 PICKUP TREMOR 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,16,20,18,20,28.0332,22.9608
2023,Ford,F150 PICKUP TREMOR 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,16,20,18,20.5,27.6279,23.1926
2023,Ford,F150 PICKUP TREMOR 4WD FFV,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,15,20,17,19.1976,27.3629,22.1754
2023,Ford,F150 PICKUP TREMOR 4WD FFV,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,15,20,17,18.9215,27.5629,22.0295
2023,Ford,F150 RAPTOR 37 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,14,16,15,17.5,24.2,19.9906
2023,Ford,F150 RAPTOR 37 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,15,16,15,18.2,24.3,20.5177
2023,Ford,F150 RAPTOR 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,14,18,15,18,24.4,20.4089
2023,Ford,F150 RAPTOR 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,15,18,16,18.4,24.5,20.7217
2023,Ford,F150 RAPTOR R 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,10,15,12,12.5,20.1,15.0629
2023,Ford,RANGER 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,19,24,21,24,34.2,27.7204
2023,Ford,RANGER 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,20,24,22,25.0405,34.2386,28.484
2023,Ford,RANGER TREMOR 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,19,19,19,23.8,30.7,26.478
2023,GMC,SIERRA 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,18,20,19,22.5851,33.6716,26.5134
2023,GMC,SIERRA 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,18,20,19,22.5,33.5,26.4011
